timestamp_utc,timestamp_casa,hour,symbol,broker_symbol,strategy,direction,entry,stop_loss,take_profit,rr,score,grade,confidence,demo_eligible,session,smc_status,smc_score,mtfa_status,mtfa_score,top_down_status,top_down_missing,top_down_missing_fields,setup_reason,rejection_reason,final_status,sh_decision,safety_decision,router_decision,mt5_status,event_type
2026-06-20T09:14:24.813267+00:00,2026-06-20 10:14:24,2026-06-20 10:00 CASA,BTCUSD#,BTCUSD#,POSITION_SYNC,,,,,,,,,,N/A,,,,,,False,,,,MT5_SYNCED_CLOSED,REJECT,N/A,N/A,SYNCED_CLOSED,POSITION_SYNC
2026-06-20T09:14:26.034206+00:00,2026-06-20 10:14:26,2026-06-20 10:00 CASA,GOLD#,GOLD#,NONE,BUY,,,,,0,D,0,False,WEEKEND,,,,,,False,,,NO_STRATEGY_SIGNAL,NO_VALID_SETUP,REJECT,BLOCK,N/A,NOT_SENT,SETUP_HUNTER
2026-06-20T09:14:30.558680+00:00,2026-06-20 10:14:30,2026-06-20 10:00 CASA,BTCUSD#,BTCUSD#,POSITION_SYNC,,,,,,,,,,N/A,,,,,,False,,,,MT5_SYNCED_CLOSED,REJECT,N/A,N/A,SYNCED_CLOSED,POSITION_SYNC
2026-06-20T09:14:34.272482+00:00,2026-06-20 10:14:34,2026-06-20 10:00 CASA,EURUSD,EURUSD,NONE,BUY,,,,,0,D,0,False,WEEKEND,,,,,,False,,,NO_STRATEGY_SIGNAL,NO_VALID_SETUP,REJECT,BLOCK,N/A,NOT_SENT,SETUP_HUNTER
2026-06-20T09:14:35.369345+00:00,2026-06-20 10:14:35,2026-06-20 10:00 CASA,BTCUSD#,BTCUSD#,POSITION_SYNC,,,,,,,,,,N/A,,,,,,False,,,,MT5_SYNCED_CLOSED,REJECT,N/A,N/A,SYNCED_CLOSED,POSITION_SYNC
2026-06-20T09:14:36.113410+00:00,2026-06-20 10:14:36,2026-06-20 10:00 CASA,BTCUSD#,BTCUSD#,POSITION_SYNC,,,,,,,,,,N/A,,,,,,False,,,,MT5_SYNCED_CLOSED,REJECT,N/A,N/A,SYNCED_CLOSED,POSITION_SYNC
2026-06-20T09:14:41.766808+00:00,2026-06-20 10:14:41,2026-06-20 10:00 CASA,BTCUSD#,BTCUSD#,POSITION_SYNC,,,,,,,,,,N/A,,,,,,False,,,,MT5_SYNCED_CLOSED,REJECT,N/A,N/A,SYNCED_CLOSED,POSITION_SYNC
2026-06-20T09:14:45.575198+00:00,2026-06-20 10:14:45,2026-06-20 10:00 CASA,BTCUSD#,BTCUSD#,ORDER_FLOW_EXECUTION_AGENT,BUY,63517.2,62834.9578,64540.5633,1.5,100,A,95,True,WEEKEND,FAIL,15.0,FAIL,15.0,FAIL,False,,ORDER_FLOW_BUY_VWAP_RECLAIM_REJECTION,H1_DIRECTION_CLEAR,ACCEPTED_BUT_ROUTER_BLOCKED,ACCEPT,PASS,BLOCK,NOT_SENT,SETUP_HUNTER
2026-06-20T09:14:45.601443+00:00,2026-06-20 10:14:45,2026-06-20 10:00 CASA,BTCUSD#,BTCUSD#,ORDER_FLOW_EXECUTION_AGENT,BUY,63517.2,62834.9578,64540.5633,1.5,100.0,A,95.0,,UNKNOWN,,,,,FAIL,False,,ORDER_FLOW_BUY_VWAP_RECLAIM_REJECTION,MAX_OPEN_TRADES_PER_SYMBOL,SENT_TO_DEMO_ROUTER,REJECT,N/A,PASS,SENT,DEMO_SKIP
2026-06-20T09:14:47.324839+00:00,2026-06-20 10:14:47,2026-06-20 10:00 CASA,BTCUSD#,BTCUSD#,POSITION_SYNC,,,,,,,,,,N/A,,,,,,False,,,,MT5_SYNCED_CLOSED,REJECT,N/A,N/A,SYNCED_CLOSED,POSITION_SYNC
2026-06-20T09:14:52.953687+00:00,2026-06-20 10:14:52,2026-06-20 10:00 CASA,BTCUSD#,BTCUSD#,POSITION_SYNC,,,,,,,,,,N/A,,,,,,False,,,,MT5_SYNCED_CLOSED,REJECT,N/A,N/A,SYNCED_CLOSED,POSITION_SYNC
2026-06-20T09:14:54.541897+00:00,2026-06-20 10:14:54,2026-06-20 10:00 CASA,GOLD#,GOLD#,NONE,BUY,,,,,0,D,0,False,WEEKEND,,,,,,False,,,NO_STRATEGY_SIGNAL,NO_VALID_SETUP,REJECT,BLOCK,N/A,NOT_SENT,SETUP_HUNTER
2026-06-20T09:14:58.664430+00:00,2026-06-20 10:14:58,2026-06-20 10:00 CASA,BTCUSD#,BTCUSD#,POSITION_SYNC,,,,,,,,,,N/A,,,,,,False,,,,MT5_SYNCED_CLOSED,REJECT,N/A,N/A,SYNCED_CLOSED,POSITION_SYNC
2026-06-20T09:15:02.852908+00:00,2026-06-20 10:15:02,2026-06-20 10:00 CASA,EURUSD,EURUSD,NONE,BUY,,,,,0,D,0,False,WEEKEND,,,,,,False,,,NO_STRATEGY_SIGNAL,NO_VALID_SETUP,REJECT,BLOCK,N/A,NOT_SENT,SETUP_HUNTER
2026-06-20T09:15:03.937593+00:00,2026-06-20 10:15:03,2026-06-20 10:00 CASA,BTCUSD#,BTCUSD#,POSITION_SYNC,,,,,,,,,,N/A,,,,,,False,,,,MT5_SYNCED_CLOSED,REJECT,N/A,N/A,SYNCED_CLOSED,POSITION_SYNC
2026-06-20T09:15:04.182480+00:00,2026-06-20 10:15:04,2026-06-20 10:00 CASA,BTCUSD#,BTCUSD#,POSITION_SYNC,,,,,,,,,,N/A,,,,,,False,,,,MT5_SYNCED_CLOSED,REJECT,N/A,N/A,SYNCED_CLOSED,POSITION_SYNC
2026-06-20T09:15:09.334656+00:00,2026-06-20 10:15:09,2026-06-20 10:00 CASA,BTCUSD#,BTCUSD#,POSITION_SYNC,,,,,,,,,,N/A,,,,,,False,,,,MT5_SYNCED_CLOSED,REJECT,N/A,N/A,SYNCED_CLOSED,POSITION_SYNC
2026-06-20T09:15:12.393085+00:00,2026-06-20 10:15:12,2026-06-20 10:00 CASA,BTCUSD#,BTCUSD#,ORDER_FLOW_EXECUTION_AGENT,BUY,63508.4,62834.9666,64518.5501,1.5,100,A,95,True,WEEKEND,FAIL,5.0,FAIL,15.0,FAIL,False,,ORDER_FLOW_BUY_VWAP_RECLAIM_REJECTION,H1_DIRECTION_CLEAR,ACCEPTED_BUT_ROUTER_BLOCKED,ACCEPT,PASS,BLOCK,NOT_SENT,SETUP_HUNTER
2026-06-20T09:15:14.972334+00:00,2026-06-20 10:15:14,2026-06-20 10:00 CASA,BTCUSD#,BTCUSD#,POSITION_SYNC,,,,,,,,,,N/A,,,,,,False,,,,MT5_SYNCED_CLOSED,REJECT,N/A,N/A,SYNCED_CLOSED,POSITION_SYNC
2026-06-20T09:15:20.431145+00:00,2026-06-20 10:15:20,2026-06-20 10:00 CASA,BTCUSD#,BTCUSD#,POSITION_SYNC,,,,,,,,,,N/A,,,,,,False,,,,MT5_SYNCED_CLOSED,REJECT,N/A,N/A,SYNCED_CLOSED,POSITION_SYNC
2026-06-20T09:15:21.269878+00:00,2026-06-20 10:15:21,2026-06-20 10:00 CASA,GOLD#,GOLD#,NONE,BUY,,,,,0,D,0,False,WEEKEND,,,,,,False,,,NO_STRATEGY_SIGNAL,NO_VALID_SETUP,REJECT,BLOCK,N/A,NOT_SENT,SETUP_HUNTER
2026-06-20T09:15:25.828581+00:00,2026-06-20 10:15:25,2026-06-20 10:00 CASA,BTCUSD#,BTCUSD#,POSITION_SYNC,,,,,,,,,,N/A,,,,,,False,,,,MT5_SYNCED_CLOSED,REJECT,N/A,N/A,SYNCED_CLOSED,POSITION_SYNC
2026-06-20T09:15:29.609475+00:00,2026-06-20 10:15:29,2026-06-20 10:00 CASA,EURUSD,EURUSD,NONE,BUY,,,,,0,D,0,False,WEEKEND,,,,,,False,,,NO_STRATEGY_SIGNAL,NO_VALID_SETUP,REJECT,BLOCK,N/A,NOT_SENT,SETUP_HUNTER
2026-06-20T09:15:30.695967+00:00,2026-06-20 10:15:30,2026-06-20 10:00 CASA,BTCUSD#,BTCUSD#,POSITION_SYNC,,,,,,,,,,N/A,,,,,,False,,,,MT5_SYNCED_CLOSED,REJECT,N/A,N/A,SYNCED_CLOSED,POSITION_SYNC
2026-06-20T09:15:31.436153+00:00,2026-06-20 10:15:31,2026-06-20 10:00 CASA,BTCUSD#,BTCUSD#,POSITION_SYNC,,,,,,,,,,N/A,,,,,,False,,,,MT5_SYNCED_CLOSED,REJECT,N/A,N/A,SYNCED_CLOSED,POSITION_SYNC
2026-06-20T09:15:37.099359+00:00,2026-06-20 10:15:37,2026-06-20 10:00 CASA,BTCUSD#,BTCUSD#,POSITION_SYNC,,,,,,,,,,N/A,,,,,,False,,,,MT5_SYNCED_CLOSED,REJECT,N/A,N/A,SYNCED_CLOSED,POSITION_SYNC
2026-06-20T09:15:41.059729+00:00,2026-06-20 10:15:41,2026-06-20 10:00 CASA,BTCUSD#,BTCUSD#,ORDER_FLOW_EXECUTION_AGENT,BUY,63515.3,62834.9597,64535.81045,1.5,100,A,95,True,WEEKEND,FAIL,10.0,FAIL,40.0,FAIL,False,,ORDER_FLOW_BUY_VWAP_RECLAIM_REJECTION,H1_DIRECTION_CLEAR,ACCEPTED_BUT_ROUTER_BLOCKED,ACCEPT,PASS,BLOCK,NOT_SENT,SETUP_HUNTER
2026-06-20T09:15:41.081084+00:00,2026-06-20 10:15:41,2026-06-20 10:00 CASA,BTCUSD#,BTCUSD#,ORDER_FLOW_EXECUTION_AGENT,BUY,63515.3,62834.9597,64535.81045,1.5,100.0,A,95.0,,UNKNOWN,,,,,FAIL,False,,ORDER_FLOW_BUY_VWAP_RECLAIM_REJECTION,MAX_OPEN_TRADES_PER_SYMBOL,SENT_TO_DEMO_ROUTER,REJECT,N/A,PASS,SENT,DEMO_SKIP
2026-06-20T09:15:42.887756+00:00,2026-06-20 10:15:42,2026-06-20 10:00 CASA,BTCUSD#,BTCUSD#,POSITION_SYNC,,,,,,,,,,N/A,,,,,,False,,,,MT5_SYNCED_CLOSED,REJECT,N/A,N/A,SYNCED_CLOSED,POSITION_SYNC
2026-06-20T09:15:48.604260+00:00,2026-06-20 10:15:48,2026-06-20 10:00 CASA,BTCUSD#,BTCUSD#,POSITION_SYNC,,,,,,,,,,N/A,,,,,,False,,,,MT5_SYNCED_CLOSED,REJECT,N/A,N/A,SYNCED_CLOSED,POSITION_SYNC
2026-06-20T09:15:49.966844+00:00,2026-06-20 10:15:49,2026-06-20 10:00 CASA,GOLD#,GOLD#,NONE,BUY,,,,,0,D,0,False,WEEKEND,,,,,,False,,,NO_STRATEGY_SIGNAL,NO_VALID_SETUP,REJECT,BLOCK,N/A,NOT_SENT,SETUP_HUNTER
2026-06-20T09:15:54.247305+00:00,2026-06-20 10:15:54,2026-06-20 10:00 CASA,BTCUSD#,BTCUSD#,POSITION_SYNC,,,,,,,,,,N/A,,,,,,False,,,,MT5_SYNCED_CLOSED,REJECT,N/A,N/A,SYNCED_CLOSED,POSITION_SYNC
2026-06-20T09:15:58.252440+00:00,2026-06-20 10:15:58,2026-06-20 10:00 CASA,EURUSD,EURUSD,NONE,BUY,,,,,0,D,0,False,WEEKEND,,,,,,False,,,NO_STRATEGY_SIGNAL,NO_VALID_SETUP,REJECT,BLOCK,N/A,NOT_SENT,SETUP_HUNTER
2026-06-20T09:15:59.337268+00:00,2026-06-20 10:15:59,2026-06-20 10:00 CASA,BTCUSD#,BTCUSD#,POSITION_SYNC,,,,,,,,,,N/A,,,,,,False,,,,MT5_SYNCED_CLOSED,REJECT,N/A,N/A,SYNCED_CLOSED,POSITION_SYNC
2026-06-20T09:15:59.875671+00:00,2026-06-20 10:15:59,2026-06-20 10:00 CASA,BTCUSD#,BTCUSD#,POSITION_SYNC,,,,,,,,,,N/A,,,,,,False,,,,MT5_SYNCED_CLOSED,REJECT,N/A,N/A,SYNCED_CLOSED,POSITION_SYNC
2026-06-20T09:16:05.331355+00:00,2026-06-20 10:16:05,2026-06-20 10:00 CASA,BTCUSD#,BTCUSD#,POSITION_SYNC,,,,,,,,,,N/A,,,,,,False,,,,MT5_SYNCED_CLOSED,REJECT,N/A,N/A,SYNCED_CLOSED,POSITION_SYNC
2026-06-20T09:16:09.569233+00:00,2026-06-20 10:16:09,2026-06-20 10:00 CASA,BTCUSD#,BTCUSD#,ORDER_FLOW_EXECUTION_AGENT,BUY,63515.3,62834.9597,64535.81045,1.5,100,A,95,True,WEEKEND,FAIL,10.0,FAIL,40.0,FAIL,False,,ORDER_FLOW_BUY_VWAP_RECLAIM_REJECTION,H1_DIRECTION_CLEAR,ACCEPTED_BUT_ROUTER_BLOCKED,ACCEPT,PASS,BLOCK,NOT_SENT,SETUP_HUNTER
2026-06-20T09:16:09.612192+00:00,2026-06-20 10:16:09,2026-06-20 10:00 CASA,BTCUSD#,BTCUSD#,ORDER_FLOW_EXECUTION_AGENT,BUY,63515.3,62834.9597,64535.81045,1.5,100.0,A,95.0,,UNKNOWN,,,,,FAIL,False,,ORDER_FLOW_BUY_VWAP_RECLAIM_REJECTION,MAX_OPEN_TRADES_PER_SYMBOL,SENT_TO_DEMO_ROUTER,REJECT,N/A,PASS,SENT,DEMO_SKIP
2026-06-20T09:16:11.026559+00:00,2026-06-20 10:16:11,2026-06-20 10:00 CASA,BTCUSD#,BTCUSD#,POSITION_SYNC,,,,,,,,,,N/A,,,,,,False,,,,MT5_SYNCED_CLOSED,REJECT,N/A,N/A,SYNCED_CLOSED,POSITION_SYNC
2026-06-20T09:16:16.912171+00:00,2026-06-20 10:16:16,2026-06-20 10:00 CASA,BTCUSD#,BTCUSD#,POSITION_SYNC,,,,,,,,,,N/A,,,,,,False,,,,MT5_SYNCED_CLOSED,REJECT,N/A,N/A,SYNCED_CLOSED,POSITION_SYNC
2026-06-20T09:16:18.548208+00:00,2026-06-20 10:16:18,2026-06-20 10:00 CASA,GOLD#,GOLD#,NONE,BUY,,,,,0,D,0,False,WEEKEND,,,,,,False,,,NO_STRATEGY_SIGNAL,NO_VALID_SETUP,REJECT,BLOCK,N/A,NOT_SENT,SETUP_HUNTER
2026-06-20T09:16:22.468418+00:00,2026-06-20 10:16:22,2026-06-20 10:00 CASA,BTCUSD#,BTCUSD#,POSITION_SYNC,,,,,,,,,,N/A,,,,,,False,,,,MT5_SYNCED_CLOSED,REJECT,N/A,N/A,SYNCED_CLOSED,POSITION_SYNC
2026-06-20T09:16:26.880608+00:00,2026-06-20 10:16:26,2026-06-20 10:00 CASA,EURUSD,EURUSD,NONE,BUY,,,,,0,D,0,False,WEEKEND,,,,,,False,,,NO_STRATEGY_SIGNAL,NO_VALID_SETUP,REJECT,BLOCK,N/A,NOT_SENT,SETUP_HUNTER
2026-06-20T09:16:27.863917+00:00,2026-06-20 10:16:27,2026-06-20 10:00 CASA,BTCUSD#,BTCUSD#,POSITION_SYNC,,,,,,,,,,N/A,,,,,,False,,,,MT5_SYNCED_CLOSED,REJECT,N/A,N/A,SYNCED_CLOSED,POSITION_SYNC
2026-06-20T09:16:27.953198+00:00,2026-06-20 10:16:27,2026-06-20 10:00 CASA,BTCUSD#,BTCUSD#,POSITION_SYNC,,,,,,,,,,N/A,,,,,,False,,,,MT5_SYNCED_CLOSED,REJECT,N/A,N/A,SYNCED_CLOSED,POSITION_SYNC
2026-06-20T09:16:28.062794+00:00,2026-06-20 10:16:28,2026-06-20 10:00 CASA,BTCUSD#,BTCUSD#,HERMES_QUICK_EXIT_MANAGER,,,,,,,,,,UNKNOWN,,,,,,False,,,EXECUTION_CANDIDATE_FALSE,SETUP_HUNTER_REJECTED,REJECT,N/A,N/A,NOT_SENT,RESCUE_CLOSE
2026-06-20T09:16:38.790958+00:00,2026-06-20 10:16:38,2026-06-20 10:00 CASA,BTCUSD#,BTCUSD#,ORDER_FLOW_EXECUTION_AGENT,BUY,63539.2,62834.9358,64595.5963,1.5,99,A,85,True,WEEKEND,FAIL,10.0,FAIL,40.0,FAIL,False,,ORDER_FLOW_BUY_VWAP_RECLAIM_REJECTION,H1_DIRECTION_CLEAR,ACCEPTED_BUT_ROUTER_BLOCKED,ACCEPT,PASS,BLOCK,NOT_SENT,SETUP_HUNTER
2026-06-20T09:16:47.458922+00:00,2026-06-20 10:16:47,2026-06-20 10:00 CASA,GOLD#,GOLD#,NONE,BUY,,,,,0,D,0,False,WEEKEND,,,,,,False,,,NO_STRATEGY_SIGNAL,NO_VALID_SETUP,REJECT,BLOCK,N/A,NOT_SENT,SETUP_HUNTER
2026-06-20T09:16:55.651102+00:00,2026-06-20 10:16:55,2026-06-20 10:00 CASA,EURUSD,EURUSD,NONE,BUY,,,,,0,D,0,False,WEEKEND,,,,,,False,,,NO_STRATEGY_SIGNAL,NO_VALID_SETUP,REJECT,BLOCK,N/A,NOT_SENT,SETUP_HUNTER
2026-06-20T09:17:06.744004+00:00,2026-06-20 10:17:06,2026-06-20 10:00 CASA,BTCUSD#,BTCUSD#,ORDER_FLOW_EXECUTION_AGENT,BUY,63520.8,62834.9542,64549.5687,1.5,100,A,95,True,WEEKEND,FAIL,10.0,FAIL,40.0,FAIL,False,,ORDER_FLOW_BUY_VWAP_RECLAIM_REJECTION,H1_DIRECTION_CLEAR,ACCEPTED_BUT_ROUTER_BLOCKED,ACCEPT,PASS,BLOCK,NOT_SENT,SETUP_HUNTER
2026-06-20T09:17:06.774058+00:00,2026-06-20 10:17:06,2026-06-20 10:00 CASA,BTCUSD#,BTCUSD#,ORDER_FLOW_EXECUTION_AGENT,BUY,63520.8,62834.9542,64549.5687,1.5,100.0,A,95.0,,UNKNOWN,,,,,FAIL,False,,ORDER_FLOW_BUY_VWAP_RECLAIM_REJECTION,,SENT_TO_DEMO_ROUTER,REJECT,N/A,PASS,SENT,DEMO_SKIP
2026-06-20T09:17:15.501297+00:00,2026-06-20 10:17:15,2026-06-20 10:00 CASA,GOLD#,GOLD#,NONE,BUY,,,,,0,D,0,False,WEEKEND,,,,,,False,,,NO_STRATEGY_SIGNAL,NO_VALID_SETUP,REJECT,BLOCK,N/A,NOT_SENT,SETUP_HUNTER
2026-06-20T09:17:23.709178+00:00,2026-06-20 10:17:23,2026-06-20 10:00 CASA,EURUSD,EURUSD,NONE,BUY,,,,,0,D,0,False,WEEKEND,,,,,,False,,,NO_STRATEGY_SIGNAL,NO_VALID_SETUP,REJECT,BLOCK,N/A,NOT_SENT,SETUP_HUNTER
2026-06-20T09:17:32.991245+00:00,2026-06-20 10:17:32,2026-06-20 10:00 CASA,BTCUSD#,BTCUSD#,ORDER_FLOW_EXECUTION_AGENT,SELL,63497.7,63807.7327,63032.65095,1.5,94,A,80,True,WEEKEND,FAIL,10.0,FAIL,40.0,WAIT,False,,ORDER_FLOW_SELL_VALUE_AREA_ROTATION,H1_DIRECTION_CLEAR,ACCEPTED_BUT_ROUTER_BLOCKED,ACCEPT,PASS,BLOCK,NOT_SENT,SETUP_HUNTER
2026-06-20T09:17:33.020897+00:00,2026-06-20 10:17:33,2026-06-20 10:00 CASA,BTCUSD#,BTCUSD#,ORDER_FLOW_EXECUTION_AGENT,SELL,63497.7,63807.7327,63032.65095,1.5,94.0,B,80.0,,UNKNOWN,,,,,WAIT,False,,ORDER_FLOW_SELL_VALUE_AREA_ROTATION,,SENT_TO_DEMO_ROUTER,REJECT,N/A,PASS,SENT,DEMO_SKIP
2026-06-20T09:17:41.578930+00:00,2026-06-20 10:17:41,2026-06-20 10:00 CASA,GOLD#,GOLD#,NONE,BUY,,,,,0,D,0,False,WEEKEND,,,,,,False,,,NO_STRATEGY_SIGNAL,NO_VALID_SETUP,REJECT,BLOCK,N/A,NOT_SENT,SETUP_HUNTER
2026-06-20T09:17:49.954603+00:00,2026-06-20 10:17:49,2026-06-20 10:00 CASA,EURUSD,EURUSD,NONE,BUY,,,,,0,D,0,False,WEEKEND,,,,,,False,,,NO_STRATEGY_SIGNAL,NO_VALID_SETUP,REJECT,BLOCK,N/A,NOT_SENT,SETUP_HUNTER
2026-06-20T09:17:59.282643+00:00,2026-06-20 10:17:59,2026-06-20 10:00 CASA,BTCUSD#,BTCUSD#,ORDER_FLOW_EXECUTION_AGENT,SELL,63497.7,63807.7327,63032.65095,1.5,94,A,80,True,WEEKEND,FAIL,10.0,FAIL,40.0,WAIT,False,,ORDER_FLOW_SELL_VALUE_AREA_ROTATION,H1_DIRECTION_CLEAR,ACCEPTED_BUT_ROUTER_BLOCKED,ACCEPT,PASS,BLOCK,NOT_SENT,SETUP_HUNTER
2026-06-20T09:17:59.309797+00:00,2026-06-20 10:17:59,2026-06-20 10:00 CASA,BTCUSD#,BTCUSD#,ORDER_FLOW_EXECUTION_AGENT,SELL,63497.7,63807.7327,63032.65095,1.5,94.0,B,80.0,,UNKNOWN,,,,,WAIT,False,,ORDER_FLOW_SELL_VALUE_AREA_ROTATION,,SENT_TO_DEMO_ROUTER,REJECT,N/A,PASS,SENT,DEMO_SKIP
2026-06-20T09:18:08.124597+00:00,2026-06-20 10:18:08,2026-06-20 10:00 CASA,GOLD#,GOLD#,NONE,BUY,,,,,0,D,0,False,WEEKEND,,,,,,False,,,NO_STRATEGY_SIGNAL,NO_VALID_SETUP,REJECT,BLOCK,N/A,NOT_SENT,SETUP_HUNTER
2026-06-20T09:18:16.498993+00:00,2026-06-20 10:18:16,2026-06-20 10:00 CASA,EURUSD,EURUSD,NONE,BUY,,,,,0,D,0,False,WEEKEND,,,,,,False,,,NO_STRATEGY_SIGNAL,NO_VALID_SETUP,REJECT,BLOCK,N/A,NOT_SENT,SETUP_HUNTER
2026-06-20T09:18:28.085852+00:00,2026-06-20 10:18:28,2026-06-20 10:00 CASA,BTCUSD#,BTCUSD#,ORDER_FLOW_EXECUTION_AGENT,BUY,63522.0,62834.953,64552.5705,1.5,100,A,95,True,WEEKEND,FAIL,10.0,FAIL,40.0,FAIL,False,,ORDER_FLOW_BUY_VWAP_RECLAIM_REJECTION,H1_DIRECTION_CLEAR,ACCEPTED_BUT_ROUTER_BLOCKED,ACCEPT,PASS,BLOCK,NOT_SENT,SETUP_HUNTER
2026-06-20T09:18:28.104515+00:00,2026-06-20 10:18:28,2026-06-20 10:00 CASA,BTCUSD#,BTCUSD#,ORDER_FLOW_EXECUTION_AGENT,BUY,63522.0,62834.953,64552.5705,1.5,100.0,A,95.0,,UNKNOWN,,,,,FAIL,False,,ORDER_FLOW_BUY_VWAP_RECLAIM_REJECTION,EXECUTION_CANDIDATE_FALSE,SETUP_HUNTER_REJECTED,REJECT,N/A,N/A,NOT_SENT,DEMO_ORDER_READY
2026-06-20T09:18:28.104515+00:00,2026-06-20 10:18:28,2026-06-20 10:00 CASA,BTCUSD#,BTCUSD#,ORDER_FLOW_EXECUTION_AGENT,BUY,63522.0,62834.95,63722.0,1.5,100.0,A,95.0,,UNKNOWN,,,,,FAIL,False,,ORDER_FLOW_BUY_VWAP_RECLAIM_REJECTION,EXECUTION_CANDIDATE_FALSE,EXECUTED_BY_HERMES,REJECT,N/A,PASS,OPENED,DEMO_ORDER
2026-06-20T09:18:32.444281+00:00,2026-06-20 10:18:32,2026-06-20 10:00 CASA,BTCUSD#,BTCUSD#,POSITION_SYNC,,,,,,,,,,N/A,,,,,,False,,,,MT5_SYNCED_CLOSED,REJECT,N/A,N/A,SYNCED_CLOSED,POSITION_SYNC
2026-06-20T09:18:37.266902+00:00,2026-06-20 10:18:37,2026-06-20 10:00 CASA,GOLD#,GOLD#,NONE,BUY,,,,,0,D,0,False,WEEKEND,,,,,,False,,,NO_STRATEGY_SIGNAL,NO_VALID_SETUP,REJECT,BLOCK,N/A,NOT_SENT,SETUP_HUNTER
2026-06-20T09:18:37.877925+00:00,2026-06-20 10:18:37,2026-06-20 10:00 CASA,BTCUSD#,BTCUSD#,POSITION_SYNC,,,,,,,,,,N/A,,,,,,False,,,,MT5_SYNCED_CLOSED,REJECT,N/A,N/A,SYNCED_CLOSED,POSITION_SYNC
2026-06-20T09:18:43.549785+00:00,2026-06-20 10:18:43,2026-06-20 10:00 CASA,BTCUSD#,BTCUSD#,POSITION_SYNC,,,,,,,,,,N/A,,,,,,False,,,,MT5_SYNCED_CLOSED,REJECT,N/A,N/A,SYNCED_CLOSED,POSITION_SYNC
2026-06-20T09:18:45.883165+00:00,2026-06-20 10:18:45,2026-06-20 10:00 CASA,EURUSD,EURUSD,NONE,BUY,,,,,0,D,0,False,WEEKEND,,,,,,False,,,NO_STRATEGY_SIGNAL,NO_VALID_SETUP,REJECT,BLOCK,N/A,NOT_SENT,SETUP_HUNTER
2026-06-20T09:18:46.955527+00:00,2026-06-20 10:18:46,2026-06-20 10:00 CASA,BTCUSD#,BTCUSD#,POSITION_SYNC,,,,,,,,,,N/A,,,,,,False,,,,MT5_SYNCED_CLOSED,REJECT,N/A,N/A,SYNCED_CLOSED,POSITION_SYNC
2026-06-20T09:18:48.992075+00:00,2026-06-20 10:18:48,2026-06-20 10:00 CASA,BTCUSD#,BTCUSD#,POSITION_SYNC,,,,,,,,,,N/A,,,,,,False,,,,MT5_SYNCED_CLOSED,REJECT,N/A,N/A,SYNCED_CLOSED,POSITION_SYNC
2026-06-20T09:18:54.329300+00:00,2026-06-20 10:18:54,2026-06-20 10:00 CASA,BTCUSD#,BTCUSD#,POSITION_SYNC,,,,,,,,,,N/A,,,,,,False,,,,MT5_SYNCED_CLOSED,REJECT,N/A,N/A,SYNCED_CLOSED,POSITION_SYNC
2026-06-20T09:18:57.280793+00:00,2026-06-20 10:18:57,2026-06-20 10:00 CASA,BTCUSD#,BTCUSD#,ORDER_FLOW_EXECUTION_AGENT,BUY,63515.8,62834.9592,64537.0612,1.5,100,A,95,True,WEEKEND,FAIL,10.0,FAIL,40.0,FAIL,False,,ORDER_FLOW_BUY_VWAP_RECLAIM_REJECTION,H1_DIRECTION_CLEAR,ACCEPTED_BUT_ROUTER_BLOCKED,ACCEPT,PASS,BLOCK,NOT_SENT,SETUP_HUNTER
2026-06-20T09:18:57.298851+00:00,2026-06-20 10:18:57,2026-06-20 10:00 CASA,BTCUSD#,BTCUSD#,ORDER_FLOW_EXECUTION_AGENT,BUY,63515.8,62834.9592,64537.0612,1.5,100.0,A,95.0,,UNKNOWN,,,,,FAIL,False,,ORDER_FLOW_BUY_VWAP_RECLAIM_REJECTION,MAX_OPEN_TRADES_PER_SYMBOL,SENT_TO_DEMO_ROUTER,REJECT,N/A,PASS,SENT,DEMO_SKIP
2026-06-20T09:18:59.981956+00:00,2026-06-20 10:18:59,2026-06-20 10:00 CASA,BTCUSD#,BTCUSD#,POSITION_SYNC,,,,,,,,,,N/A,,,,,,False,,,,MT5_SYNCED_CLOSED,REJECT,N/A,N/A,SYNCED_CLOSED,POSITION_SYNC
2026-06-20T09:19:05.411541+00:00,2026-06-20 10:19:05,2026-06-20 10:00 CASA,BTCUSD#,BTCUSD#,POSITION_SYNC,,,,,,,,,,N/A,,,,,,False,,,,MT5_SYNCED_CLOSED,REJECT,N/A,N/A,SYNCED_CLOSED,POSITION_SYNC
2026-06-20T09:19:06.294689+00:00,2026-06-20 10:19:06,2026-06-20 10:00 CASA,GOLD#,GOLD#,NONE,BUY,,,,,0,D,0,False,WEEKEND,,,,,,False,,,NO_STRATEGY_SIGNAL,NO_VALID_SETUP,REJECT,BLOCK,N/A,NOT_SENT,SETUP_HUNTER
2026-06-20T09:19:11.153350+00:00,2026-06-20 10:19:11,2026-06-20 10:00 CASA,BTCUSD#,BTCUSD#,POSITION_SYNC,,,,,,,,,,N/A,,,,,,False,,,,MT5_SYNCED_CLOSED,REJECT,N/A,N/A,SYNCED_CLOSED,POSITION_SYNC
