atr_percentile,be_armed,close_mode,direction,dxy_trend,ees_buy_band,ees_buy_score,ees_sell_band,ees_sell_score,entry_price,exit_price,geo,grade,kill_zone_active,killswitch_daily_pnl_at_decision,killswitch_pnl_recalibrated,miners_available,momentum_alignment,momentum_consensus,mtfa,of,r_multiple,real_pnl_mt5,reason,risk_usd,row_kind,score,session,sl,smc,strategy,symbol,ticket,tp,trailing_active,ts_broker,ts_utc
,,,SELL,,,,,,,,63.29,B,,-37.14,False,,,,50.0,100.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,70.82,OVERLAP,,60.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 16:27:14.283862+00:00,2026-07-08 13:27:14.283862+00:00
,,,SELL,,,,,,,,61.45,B,,-37.14,False,,,,50.0,100.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,69.11,OVERLAP,,55.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 16:27:46.803156+00:00,2026-07-08 13:27:46.803156+00:00
,,,SELL,,,,,,,,49.92,B,,-37.14,False,,,,50.0,100.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,66.23,OVERLAP,,55.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 16:28:19.292929+00:00,2026-07-08 13:28:19.292929+00:00
,,,SELL,,,,,,,,50.23,B,,-37.14,False,,,,50.0,100.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,66.31,OVERLAP,,55.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 16:28:44.258300+00:00,2026-07-08 13:28:44.258300+00:00
,,,SELL,,,,,,,,62.6,B,,-37.14,False,,,,50.0,100.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,69.4,OVERLAP,,55.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 16:29:20.149381+00:00,2026-07-08 13:29:20.149381+00:00
,,,SELL,,,,SAIN,32.0,,,40.27,C,,-37.14,False,,,,50.0,99.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,62.27,OVERLAP,,50.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 16:29:44.157751+00:00,2026-07-08 13:29:44.157751+00:00
,,,SELL,,,,,,,,61.43,B,,-37.14,False,,,,50.0,100.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,69.11,OVERLAP,,55.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 16:29:59.973466+00:00,2026-07-08 13:29:59.973466+00:00
,,,BUY,,SAIN,15.0,,,,,43.73,C,,-37.14,False,,,,50.0,84.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,58.63,OVERLAP,,50.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 16:32:41.286008+00:00,2026-07-08 13:32:41.286008+00:00
,,,SELL,,,,SAIN,17.7,,,56.79,C,,-37.14,False,,,,50.0,91.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,64.0,OVERLAP,,50.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 16:35:44.550310+00:00,2026-07-08 13:35:44.550310+00:00
,,,SELL,,,,,,,,,,,,,,,,,,,,failed_gate=GOLD_ANALYSIS_ONLY,,REFUSE,67.5,OVERLAP,,,GOLD_LIQUIDITY_HUNTER_PRO,GOLD#,,,,2026-07-08 16:36:30.042924+00:00,2026-07-08 13:36:30.042924+00:00
,,,SELL,,,,,,,,55.31,C,,-37.14,False,,,,50.0,91.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,64.88,OVERLAP,,55.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 16:37:55.724315+00:00,2026-07-08 13:37:55.724315+00:00
,,,SELL,,,,,,,,57.78,B,,-37.14,False,,,,50.0,91.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,65.5,OVERLAP,,55.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 16:38:30.214042+00:00,2026-07-08 13:38:30.214042+00:00
,,,SELL,,,,SAIN,17.7,,,57.53,C,,-37.14,False,,,,50.0,91.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,64.18,OVERLAP,,50.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 16:38:54.846594+00:00,2026-07-08 13:38:54.846594+00:00
,,,SELL,,,,,,,,56.94,B,,-37.14,False,,,,50.0,91.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,65.28,OVERLAP,,55.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 16:39:17.023984+00:00,2026-07-08 13:39:17.023984+00:00
,,,BUY,,,,,,,,45.41,C,,-37.14,False,,,,50.0,84.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,59.05,OVERLAP,,50.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 16:40:12.431260+00:00,2026-07-08 13:40:12.431260+00:00
,,,BUY,,SAIN,32.4,,,,,45.42,C,,-37.14,False,,,,50.0,91.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,61.16,OVERLAP,,50.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 16:40:39.323121+00:00,2026-07-08 13:40:39.323121+00:00
,,,BUY,,SAIN,32.4,,,,,45.41,C,,-37.14,False,,,,50.0,91.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,61.15,OVERLAP,,50.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 16:41:31.985228+00:00,2026-07-08 13:41:31.985228+00:00
,,,SELL,,,,SAIN,0.0,,,43.9,C,,-37.14,False,,,,50.0,91.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,60.78,OVERLAP,,50.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 16:42:10.252801+00:00,2026-07-08 13:42:10.252801+00:00
,,,SELL,,,,,,,,71.97,B,,-37.14,False,,,,50.0,91.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,69.04,OVERLAP,,55.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 16:42:29.340050+00:00,2026-07-08 13:42:29.340050+00:00
,,,SELL,,,,SAIN,0.0,,,32.01,C,,-37.14,False,,,,50.0,99.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,60.2,OVERLAP,,50.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 16:42:52.656250+00:00,2026-07-08 13:42:52.656250+00:00
,,,SELL,,,,,,,,71.64,B,,-37.14,False,,,,50.0,99.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,71.36,OVERLAP,,55.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 16:43:16.380688+00:00,2026-07-08 13:43:16.380688+00:00
,,,SELL,,,,,,,,72.3,B,,-37.14,False,,,,50.0,91.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,70.38,OVERLAP,,60.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 16:43:51.593290+00:00,2026-07-08 13:43:51.593290+00:00
,,,SELL,,,,,,,,71.67,B,,-37.14,False,,,,50.0,91.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,68.97,OVERLAP,,55.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 16:44:31.701413+00:00,2026-07-08 13:44:31.701413+00:00
,,,SELL,,,,SAIN,0.0,,,32.97,C,,-37.14,False,,,,50.0,91.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,58.04,OVERLAP,,50.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 16:45:16.366137+00:00,2026-07-08 13:45:16.366137+00:00
,,,SELL,,,,,,,,41.67,C,,-37.14,False,,,,50.0,99.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,62.62,OVERLAP,,50.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 16:45:34.761966+00:00,2026-07-08 13:45:34.761966+00:00
,,,BUY,,SAIN,9.7,,,,,37.13,C,,-37.14,False,,,,50.0,91.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,59.08,OVERLAP,,50.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 16:45:57.281535+00:00,2026-07-08 13:45:57.281535+00:00
,,,SELL,,,,,,,,41.94,C,,-37.14,False,,,,50.0,99.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,62.69,OVERLAP,,50.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 16:46:17.887431+00:00,2026-07-08 13:46:17.887431+00:00
,,,BUY,,SAIN,9.7,,,,,37.34,C,,-37.14,False,,,,50.0,99.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,61.53,OVERLAP,,50.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 16:46:33.775187+00:00,2026-07-08 13:46:33.775187+00:00
,,,SELL,,,,,,,,41.45,C,,-37.14,False,,,,50.0,91.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,60.16,OVERLAP,,50.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 16:46:46.898214+00:00,2026-07-08 13:46:46.898214+00:00
,,,BUY,,SAIN,9.7,,,,,51.98,B,,-37.14,False,,,,50.0,99.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,65.19,OVERLAP,,50.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 16:47:01.042092+00:00,2026-07-08 13:47:01.042092+00:00
,,,SELL,,,,,,,,41.44,C,,-37.14,False,,,,50.0,91.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,60.16,OVERLAP,,50.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 16:47:17.624678+00:00,2026-07-08 13:47:17.624678+00:00
,,,SELL,,,,,,,,58.31,B,,-37.14,False,,,,50.0,99.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,66.78,OVERLAP,,50.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 16:47:47.547080+00:00,2026-07-08 13:47:47.547080+00:00
,,,SELL,,,,,,,,58.55,C,,-37.14,False,,,,50.0,91.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,64.44,OVERLAP,,50.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 16:48:58.114110+00:00,2026-07-08 13:48:58.114110+00:00
,,,SELL,,,,SAIN,21.4,,,41.2,C,,-37.14,False,,,,50.0,99.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,62.5,OVERLAP,,50.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 16:50:02.638348+00:00,2026-07-08 13:50:02.638348+00:00
,,,SELL,,,,,,,,69.29,B,,-37.14,False,,,,50.0,99.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,69.52,OVERLAP,,50.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 16:55:49.460868+00:00,2026-07-08 13:55:49.460868+00:00
,,,SELL,,,,,,,,,,,,,,,,,,,,failed_gate=GOLD_ANALYSIS_ONLY,,REFUSE,67.5,OVERLAP,,,GOLD_LIQUIDITY_HUNTER_PRO,GOLD#,,,,2026-07-08 16:56:27.425920+00:00,2026-07-08 13:56:27.425920+00:00
,,,SELL,,,,,,,,,,,,,,,,,,,,failed_gate=GOLD_ANALYSIS_ONLY,,REFUSE,67.5,OVERLAP,,,GOLD_LIQUIDITY_HUNTER_PRO,GOLD#,,,,2026-07-08 16:58:20.047516+00:00,2026-07-08 13:58:20.047516+00:00
,,,SELL,,,,,,,,37.04,C,,-37.14,False,,,,50.0,91.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,59.06,OVERLAP,,50.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 16:58:41.261790+00:00,2026-07-08 13:58:41.261790+00:00
,,,SELL,,,,,,,,,,,,,,,,,,,,failed_gate=GOLD_ANALYSIS_ONLY,,REFUSE,67.5,OVERLAP,,,GOLD_LIQUIDITY_HUNTER_PRO,GOLD#,,,,2026-07-08 17:00:15.574476+00:00,2026-07-08 14:00:15.574476+00:00
,,,SELL,,,,,,,,,,,,,,,,,,,,failed_gate=GOLD_ANALYSIS_ONLY,,REFUSE,67.5,OVERLAP,,,GOLD_LIQUIDITY_HUNTER_PRO,GOLD#,,,,2026-07-08 17:02:10.448016+00:00,2026-07-08 14:02:10.448016+00:00
,,,SELL,,,,,,,,68.18,B,,-37.14,False,,,,55.0,85.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,67.3,OVERLAP,,55.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 17:03:24.989199+00:00,2026-07-08 14:03:24.989199+00:00
,,,SELL,,,,,,,,,,,,,,,,,,,,failed_gate=GOLD_ANALYSIS_ONLY,,REFUSE,67.5,OVERLAP,,,GOLD_LIQUIDITY_HUNTER_PRO,GOLD#,,,,2026-07-08 17:06:07.441898+00:00,2026-07-08 14:06:07.441898+00:00
,,,BUY,,SAIN,31.4,SAIN,23.5,,,54.53,B,,-37.14,False,,,,55.0,97.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,66.23,OVERLAP,,50.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 17:07:26.692435+00:00,2026-07-08 14:07:26.692435+00:00
,,,SELL,,,,SAIN,38.7,,,48.52,C,,,,,,,50.0,85.0,,,failed_gate=MAX_OPEN_TRADES_PER_SYMBOL,,REFUSE,60.13,OVERLAP,,50.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 17:11:22.284400+00:00,2026-07-08 14:11:22.284400+00:00
,,,SELL,,,,,,,,,,,,,,,,,,,,failed_gate=GOLD_ANALYSIS_ONLY,,REFUSE,67.5,OVERLAP,,,GOLD_LIQUIDITY_HUNTER_PRO,GOLD#,,,,2026-07-08 17:12:20.093376+00:00,2026-07-08 14:12:20.093376+00:00
,,,SELL,,,,SAIN,38.7,,,60.44,B,,,,,,,50.0,93.0,,,failed_gate=MAX_OPEN_TRADES_PER_SYMBOL,,REFUSE,65.51,OVERLAP,,50.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 17:13:27.782210+00:00,2026-07-08 14:13:27.782210+00:00
,,,SELL,,,,SAIN,38.7,,,49.39,C,,,,,,,50.0,85.0,,,failed_gate=MAX_OPEN_TRADES_PER_SYMBOL,,REFUSE,60.35,OVERLAP,,50.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 17:14:06.305528+00:00,2026-07-08 14:14:06.305528+00:00
,,,SELL,,,,SAIN,38.7,,,60.68,C,,,,,,,50.0,85.0,,,failed_gate=MAX_OPEN_TRADES_PER_SYMBOL,,REFUSE,63.17,OVERLAP,,50.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 17:14:33.210386+00:00,2026-07-08 14:14:33.210386+00:00
,,,SELL,,,,SAIN,38.7,,,62.43,B,,,,,,,50.0,93.0,,,failed_gate=MAX_OPEN_TRADES_PER_SYMBOL,,REFUSE,66.01,OVERLAP,,50.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 17:15:14.887177+00:00,2026-07-08 14:15:14.887177+00:00
,,,SELL,,,,,,,,60.32,B,,,,,,,50.0,100.0,,,failed_gate=MAX_OPEN_TRADES_PER_SYMBOL,,REFUSE,67.58,OVERLAP,,50.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 17:15:48.266122+00:00,2026-07-08 14:15:48.266122+00:00
,,,SELL,,,,,,,,61.53,B,,,,,,,50.0,95.0,,,failed_gate=MAX_OPEN_TRADES_PER_SYMBOL,,REFUSE,66.38,OVERLAP,,50.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 17:16:22.088605+00:00,2026-07-08 14:16:22.088605+00:00
,,,SELL,,,,,,,,62.93,B,,,,,,,50.0,100.0,,,failed_gate=MAX_OPEN_TRADES_PER_SYMBOL,,REFUSE,68.23,OVERLAP,,50.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 17:16:59.040879+00:00,2026-07-08 14:16:59.040879+00:00
,,,SELL,,,,,,,,62.38,B,,,,,,,50.0,95.0,,,failed_gate=MAX_OPEN_TRADES_PER_SYMBOL,,REFUSE,66.59,OVERLAP,,50.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 17:17:34.219952+00:00,2026-07-08 14:17:34.219952+00:00
,,,SELL,,,,SAIN,30.3,,,46.39,C,,,,,,,55.0,93.0,,,failed_gate=MAX_OPEN_TRADES_PER_SYMBOL,,REFUSE,63.0,OVERLAP,,50.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 17:32:43.950893+00:00,2026-07-08 14:32:43.950893+00:00
,,,SELL,,,,SAIN,30.3,,,48.45,C,,,,,,,55.0,85.0,,,failed_gate=MAX_OPEN_TRADES_PER_SYMBOL,,REFUSE,61.11,OVERLAP,,50.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 17:33:46.175387+00:00,2026-07-08 14:33:46.175387+00:00
,,,SELL,,,,SAIN,30.3,,,47.25,C,,,,,,,55.0,85.0,,,failed_gate=MAX_OPEN_TRADES_PER_SYMBOL,,REFUSE,60.81,OVERLAP,,50.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 17:35:10.359921+00:00,2026-07-08 14:35:10.359921+00:00
,,,SELL,,,,,,,,48.79,C,,,,,,,55.0,95.0,,,failed_gate=MAX_OPEN_TRADES_PER_SYMBOL,,REFUSE,64.2,OVERLAP,,50.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 17:35:41.947365+00:00,2026-07-08 14:35:41.947365+00:00
,,,SELL,,,,,,,,,,,,,,,,,,,,failed_gate=GOLD_ANALYSIS_ONLY,,REFUSE,67.5,OVERLAP,,,GOLD_LIQUIDITY_HUNTER_PRO,GOLD#,,,,2026-07-08 17:38:09.252781+00:00,2026-07-08 14:38:09.252781+00:00
,,,SELL,,,,,,,,63.57,B,,,,,,,55.0,100.0,,,failed_gate=MAX_OPEN_TRADES_PER_SYMBOL,,REFUSE,69.39,OVERLAP,,50.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 17:39:45.030763+00:00,2026-07-08 14:39:45.030763+00:00
,,,SELL,,,,,,,,,,,,,,,,,,,,failed_gate=GOLD_ANALYSIS_ONLY,,REFUSE,67.5,OVERLAP,,,GOLD_LIQUIDITY_HUNTER_PRO,GOLD#,,,,2026-07-08 17:44:12.736086+00:00,2026-07-08 14:44:12.736086+00:00
,,,SELL,,,,,,,,40.0,C,,,,,,,50.0,100.0,,,failed_gate=MAX_OPEN_TRADES_PER_SYMBOL,,REFUSE,62.5,OVERLAP,,50.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 17:50:34.223654+00:00,2026-07-08 14:50:34.223654+00:00
,,,SELL,,,,,,,,,,,,,,,,,,,,failed_gate=GOLD_ANALYSIS_ONLY,,REFUSE,67.5,OVERLAP,,,GOLD_LIQUIDITY_HUNTER_PRO,GOLD#,,,,2026-07-08 17:51:45.136712+00:00,2026-07-08 14:51:45.136712+00:00
,,,SELL,,,,,,,,39.55,C,,,,,,,50.0,100.0,,,failed_gate=MAX_OPEN_TRADES_PER_SYMBOL,,REFUSE,62.39,OVERLAP,,50.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 17:53:14.042142+00:00,2026-07-08 14:53:14.042142+00:00
,,,SELL,,,,,,,,,,,,,,,,,,,,failed_gate=GOLD_ANALYSIS_ONLY,,REFUSE,67.5,OVERLAP,,,GOLD_LIQUIDITY_HUNTER_PRO,GOLD#,,,,2026-07-08 17:54:10.331372+00:00,2026-07-08 14:54:10.331372+00:00
,,,SELL,,,,,,,,64.76,C,,,,,,,50.0,85.0,,,failed_gate=MAX_OPEN_TRADES_PER_SYMBOL,,REFUSE,64.19,OVERLAP,,50.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 17:58:15.547694+00:00,2026-07-08 14:58:15.547694+00:00
,,,SELL,,,,SAIN,16.0,,,29.54,C,,,,,,,50.0,95.0,,,failed_gate=MAX_OPEN_TRADES_PER_SYMBOL,,REFUSE,58.38,OVERLAP,,50.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 17:58:56.410826+00:00,2026-07-08 14:58:56.410826+00:00
,,,SELL,,,,,,,,,,,,,,,,,,,,failed_gate=GOLD_ANALYSIS_ONLY,,REFUSE,67.5,OVERLAP,,,GOLD_LIQUIDITY_HUNTER_PRO,GOLD#,,,,2026-07-08 17:59:51.665065+00:00,2026-07-08 14:59:51.665065+00:00
,,,SELL,,,,,,,,64.58,C,,,,,,,50.0,85.0,,,failed_gate=MAX_OPEN_TRADES_PER_SYMBOL,,REFUSE,64.14,OVERLAP,,50.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 18:01:16.928904+00:00,2026-07-08 15:01:16.928904+00:00
,,,SELL,,,,SAIN,14.1,,,29.59,C,,,,,,,50.0,100.0,,,failed_gate=MAX_OPEN_TRADES_PER_SYMBOL,,REFUSE,59.9,OVERLAP,,50.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 18:01:47.017878+00:00,2026-07-08 15:01:47.017878+00:00
,,,SELL,,,,,,,,49.32,C,,,,,,,50.0,85.0,,,failed_gate=MAX_OPEN_TRADES_PER_SYMBOL,,REFUSE,60.33,OVERLAP,,50.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 18:02:14.380610+00:00,2026-07-08 15:02:14.380610+00:00
,,,SELL,,,,SAIN,14.1,,,39.64,C,,,,,,,50.0,95.0,,,failed_gate=MAX_OPEN_TRADES_PER_SYMBOL,,REFUSE,60.91,OVERLAP,,50.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 18:02:54.122332+00:00,2026-07-08 15:02:54.122332+00:00
,,,SELL,,,,SAIN,14.1,,,30.85,C,,,,,,,50.0,95.0,,,failed_gate=MAX_OPEN_TRADES_PER_SYMBOL,,REFUSE,58.71,OVERLAP,,50.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 18:03:41.075428+00:00,2026-07-08 15:03:41.075428+00:00
,,,SELL,,,,,,,,40.47,C,,,,,,,50.0,85.0,,,failed_gate=MAX_OPEN_TRADES_PER_SYMBOL,,REFUSE,58.12,OVERLAP,,50.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 18:03:59.370531+00:00,2026-07-08 15:03:59.370531+00:00
,,,SELL,,,,SAIN,14.1,,,31.06,C,,,,,,,50.0,95.0,,,failed_gate=MAX_OPEN_TRADES_PER_SYMBOL,,REFUSE,58.77,OVERLAP,,50.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 18:04:23.539830+00:00,2026-07-08 15:04:23.539830+00:00
,,,SELL,,,,,,,,49.66,C,,,,,,,50.0,85.0,,,failed_gate=MAX_OPEN_TRADES_PER_SYMBOL,,REFUSE,60.41,OVERLAP,,50.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 18:04:40.221191+00:00,2026-07-08 15:04:40.221191+00:00
,,,SELL,,,,SAIN,14.1,,,39.83,C,,,,,,,50.0,95.0,,,failed_gate=MAX_OPEN_TRADES_PER_SYMBOL,,REFUSE,60.96,OVERLAP,,50.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 18:05:03.531870+00:00,2026-07-08 15:05:03.531870+00:00
,,,SELL,,,,,,,,,,,,,,,,,,,,failed_gate=GOLD_ANALYSIS_ONLY,,REFUSE,67.5,OVERLAP,,,GOLD_LIQUIDITY_HUNTER_PRO,GOLD#,,,,2026-07-08 18:07:38.700981+00:00,2026-07-08 15:07:38.700981+00:00
,,,SELL,,,,SAIN,26.0,,,40.92,C,,,,,,,50.0,100.0,,,failed_gate=MAX_OPEN_TRADES_PER_SYMBOL,,REFUSE,62.73,OVERLAP,,50.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 18:09:31.413703+00:00,2026-07-08 15:09:31.413703+00:00
,,,SELL,,,,SAIN,26.0,,,41.71,C,,,,,,,50.0,100.0,,,failed_gate=MAX_OPEN_TRADES_PER_SYMBOL,,REFUSE,62.93,OVERLAP,,50.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 18:10:35.822799+00:00,2026-07-08 15:10:35.822799+00:00
,,,SELL,,,,,,,,,,,,,,,,,,,,failed_gate=GOLD_ANALYSIS_ONLY,,REFUSE,67.5,OVERLAP,,,GOLD_LIQUIDITY_HUNTER_PRO,GOLD#,,,,2026-07-08 18:11:19.395843+00:00,2026-07-08 15:11:19.395843+00:00
,,,SELL,,,,SAIN,34.5,,,38.49,C,,,,,,,50.0,100.0,,,failed_gate=MAX_OPEN_TRADES_PER_SYMBOL,,REFUSE,62.12,OVERLAP,,50.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 18:13:23.455414+00:00,2026-07-08 15:13:23.455414+00:00
,,,SELL,,,,PRUDENCE,40.0,,,51.06,C,,,,,,,50.0,85.0,,,failed_gate=MAX_OPEN_TRADES_PER_SYMBOL,,REFUSE,60.77,OVERLAP,,50.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 18:13:38.026863+00:00,2026-07-08 15:13:38.026863+00:00
,,,SELL,,,,PRUDENCE,40.0,,,53.2,C,,,,,,,50.0,93.0,,,failed_gate=MAX_OPEN_TRADES_PER_SYMBOL,,REFUSE,63.7,OVERLAP,,50.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 18:14:29.487680+00:00,2026-07-08 15:14:29.487680+00:00
,,,SELL,,,,,,,,61.96,B,,,,,,,50.0,100.0,,,failed_gate=MAX_OPEN_TRADES_PER_SYMBOL,,REFUSE,69.24,OVERLAP,,55.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 18:16:12.090939+00:00,2026-07-08 15:16:12.090939+00:00
