time,open,high,low,close,tick_volume,spread,real_volume
2026-03-02 12:15:00+00:00,1.17341,1.17463,1.17336,1.17444,767,19,0
2026-03-02 12:30:00+00:00,1.17445,1.1746,1.17391,1.17445,711,19,0
2026-03-02 12:45:00+00:00,1.17446,1.17452,1.17341,1.17377,832,19,0
2026-03-02 13:00:00+00:00,1.17378,1.17388,1.17312,1.1733,703,19,0
2026-03-02 13:15:00+00:00,1.17331,1.17333,1.17261,1.17262,714,19,0
2026-03-02 13:30:00+00:00,1.17262,1.17334,1.17253,1.17328,651,19,0
2026-03-02 13:45:00+00:00,1.1733,1.17402,1.1731,1.17324,814,19,0
2026-03-02 14:00:00+00:00,1.17322,1.17329,1.17239,1.17243,1064,19,0
2026-03-02 14:15:00+00:00,1.17244,1.17254,1.17166,1.17187,1064,19,0
2026-03-02 14:30:00+00:00,1.17185,1.17205,1.17121,1.1712799999999999,942,19,0
2026-03-02 14:45:00+00:00,1.17127,1.17134,1.17011,1.17027,1228,19,0
2026-03-02 15:00:00+00:00,1.17028,1.1709,1.1696,1.17045,1609,19,0
2026-03-02 15:15:00+00:00,1.17047,1.17174,1.17044,1.17149,1617,19,0
2026-03-02 15:30:00+00:00,1.17148,1.1715,1.16995,1.17013,1249,19,0
2026-03-02 15:45:00+00:00,1.17014,1.17081,1.16946,1.16975,1177,19,0
2026-03-02 16:00:00+00:00,1.16975,1.17104,1.1694,1.17023,1713,19,0
2026-03-02 16:15:00+00:00,1.17023,1.17089,1.16977,1.17037,1316,19,0
2026-03-02 16:30:00+00:00,1.17038,1.17185,1.17012,1.17164,2204,19,0
2026-03-02 16:45:00+00:00,1.17163,1.17229,1.1713,1.17158,1758,19,0
2026-03-02 17:00:00+00:00,1.17144,1.1715200000000001,1.17051,1.17052,2508,19,0
2026-03-02 17:15:00+00:00,1.17051,1.1706,1.17001,1.17011,1687,19,0
2026-03-02 17:30:00+00:00,1.17012,1.17045,1.16913,1.16951,1552,19,0
2026-03-02 17:45:00+00:00,1.16951,1.16952,1.16788,1.16791,1845,19,0
2026-03-02 18:00:00+00:00,1.1679,1.168,1.16743,1.16779,1420,19,0
2026-03-02 18:15:00+00:00,1.16778,1.16824,1.16708,1.16808,1304,19,0
2026-03-02 18:30:00+00:00,1.16809,1.16864,1.16734,1.16842,1494,19,0
2026-03-02 18:45:00+00:00,1.16845,1.16933,1.16837,1.16886,1194,19,0
2026-03-02 19:00:00+00:00,1.16885,1.16982,1.1685699999999999,1.16974,971,19,0
2026-03-02 19:15:00+00:00,1.16976,1.17035,1.16952,1.1698,995,19,0
2026-03-02 19:30:00+00:00,1.16981,1.16991,1.16932,1.16973,841,19,0
2026-03-02 19:45:00+00:00,1.1697,1.17069,1.16937,1.17062,746,19,0
2026-03-02 20:00:00+00:00,1.17061,1.17064,1.16962,1.17012,652,19,0
2026-03-02 20:15:00+00:00,1.17012,1.17019,1.16911,1.16923,614,19,0
2026-03-02 20:30:00+00:00,1.16922,1.16946,1.16859,1.16867,507,19,0
2026-03-02 20:45:00+00:00,1.16864,1.16949,1.16863,1.1693500000000001,527,19,0
2026-03-02 21:00:00+00:00,1.16933,1.17017,1.16931,1.17011,710,19,0
2026-03-02 21:15:00+00:00,1.17012,1.17076,1.17004,1.17075,613,19,0
2026-03-02 21:30:00+00:00,1.17074,1.17119,1.17057,1.17099,689,19,0
2026-03-02 21:45:00+00:00,1.171,1.1712500000000001,1.17085,1.17102,579,19,0
2026-03-02 22:00:00+00:00,1.17104,1.17121,1.16784,1.16791,1872,19,0
2026-03-02 22:15:00+00:00,1.16791,1.16888,1.16775,1.16801,1928,19,0
