big_setup_direction_bias,big_setup_grade,big_setup_is_discount,big_setup_is_premium,big_setup_missing_data,big_setup_reason,big_setup_risk_ok,big_setup_safety_ok,big_setup_score,big_setup_status,big_setup_tags,big_setup_time_ok,closed_at,day_of_week,direction,entry,entry_signal_time,exit_price,exit_reason,local_hour,opened_at,pnl_money,pnl_r,result,risk_reward,safety_guard_action,safety_guard_is_weekend,safety_guard_local_hour,safety_guard_reason,safety_guard_rules_triggered,safety_guard_status,safety_guard_timezone,session,signal_before_guard,sl,spread,strategy,symbol,tp
BUY,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,41,TAG_ONLY,[],True,2026-03-10T09:25:00+00:00,TUESDAY,BUY,1.16194,2026-03-10T07:55:00+00:00,1.16426388,TP_HIT,9,2026-03-10T08:00:00+00:00,97.483095,1.949662,WIN,1.949662,ALLOW_PAPER_OPEN,False,7,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,LONDON,BUY,1.16074806,19.0,BREAKOUT_RETEST,EURUSD,1.16426388
BUY,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,41,TAG_ONLY,[],True,2026-03-10T09:30:00+00:00,TUESDAY,BUY,1.16223,2026-03-10T08:00:00+00:00,1.16456448,TP_HIT,9,2026-03-10T08:05:00+00:00,80.375145,1.607503,WIN,1.607503,ALLOW_PAPER_OPEN,False,8,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,LONDON,BUY,1.16077776,19.0,BREAKOUT_RETEST,EURUSD,1.16456448
BUY,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,41,TAG_ONLY,[],True,2026-03-10T09:40:00+00:00,TUESDAY,BUY,1.16275,2026-03-10T08:10:00+00:00,1.1650755,TP_HIT,9,2026-03-10T08:15:00+00:00,76.358562,1.527171,WIN,1.527171,ALLOW_PAPER_OPEN,False,8,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,LONDON,BUY,1.16122725,19.0,BREAKOUT_RETEST,EURUSD,1.1650755
BUY,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,41,TAG_ONLY,[],True,2026-03-10T09:45:00+00:00,TUESDAY,BUY,1.1629,2026-03-10T08:20:00+00:00,1.16521578,TP_HIT,9,2026-03-10T08:25:00+00:00,95.465376,1.909308,WIN,1.909308,ALLOW_PAPER_OPEN,False,8,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,LONDON,BUY,1.16168711,19.0,BREAKOUT_RETEST,EURUSD,1.16521578
BUY,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,41,TAG_ONLY,[],True,2026-03-10T09:50:00+00:00,TUESDAY,BUY,1.16386,2026-03-10T09:05:00+00:00,1.16619774,TP_HIT,9,2026-03-10T09:10:00+00:00,85.078646,1.701573,WIN,1.701573,ALLOW_PAPER_OPEN,False,9,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,LONDON,BUY,1.16248613,19.0,BREAKOUT_RETEST,EURUSD,1.16619774
BUY,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,41,TAG_ONLY,[],True,2026-03-10T12:35:00+00:00,TUESDAY,BUY,1.16441,2026-03-10T09:25:00+00:00,1.16290559,SL_HIT,12,2026-03-10T09:30:00+00:00,-50.0,-1.0,LOSS,1.547996,ALLOW_PAPER_OPEN,False,9,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,OFF_SESSION,BUY,1.16290559,19.0,BREAKOUT_RETEST,EURUSD,1.16673882
BUY,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,41,TAG_ONLY,[],True,2026-03-10T12:30:00+00:00,TUESDAY,BUY,1.16481,2026-03-10T09:35:00+00:00,1.16344517,SL_HIT,12,2026-03-10T09:40:00+00:00,-50.0,-1.0,LOSS,1.721577,ALLOW_PAPER_OPEN,False,9,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,OFF_SESSION,BUY,1.16344517,19.0,BREAKOUT_RETEST,EURUSD,1.16715966
BUY,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,41,TAG_ONLY,[],True,2026-03-10T12:30:00+00:00,TUESDAY,BUY,1.16516,2026-03-10T09:40:00+00:00,1.16373486,SL_HIT,12,2026-03-10T09:45:00+00:00,-50.0,-1.0,LOSS,1.62109,ALLOW_PAPER_OPEN,False,9,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,OFF_SESSION,BUY,1.16373486,19.0,BREAKOUT_RETEST,EURUSD,1.16747028
SELL,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,41,TAG_ONLY,[],True,2026-03-10T17:40:00+00:00,TUESDAY,SELL,1.16412,2026-03-10T12:15:00+00:00,1.16537413,SL_HIT,17,2026-03-10T12:20:00+00:00,-50.0,-1.0,LOSS,1.848501,ALLOW_PAPER_OPEN,False,12,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,OFF_SESSION,SELL,1.16537413,19.0,BREAKOUT_RETEST,EURUSD,1.16180174
BUY,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,41,TAG_ONLY,[],True,2026-03-10T18:05:00+00:00,TUESDAY,BUY,1.1653,2026-03-10T17:40:00+00:00,1.16389469,SL_HIT,18,2026-03-10T17:45:00+00:00,-50.0,-1.0,LOSS,1.665554,ALLOW_PAPER_OPEN,False,17,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,OFF_SESSION,BUY,1.16389469,19.0,BREAKOUT_RETEST,EURUSD,1.16764062
SELL,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,31,TAG_ONLY,[],True,2026-03-10T20:15:00+00:00,TUESDAY,SELL,1.16383,2026-03-10T20:05:00+00:00,1.16149236,TP_HIT,20,2026-03-10T20:10:00+00:00,84.463297,1.689266,WIN,1.689266,ALLOW_PAPER_OPEN,False,20,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,OFF_SESSION,SELL,1.16521382,19.0,BREAKOUT_RETEST,EURUSD,1.16149236
SELL,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,31,TAG_ONLY,[],True,2026-03-11T02:10:00+00:00,WEDNESDAY,SELL,1.16049,2026-03-10T23:00:00+00:00,1.16174051,SL_HIT,2,2026-03-10T23:05:00+00:00,-50.0,-1.0,LOSS,1.840065,ALLOW_PAPER_OPEN,False,23,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,ASIA,SELL,1.16174051,46.0,BREAKOUT_RETEST,EURUSD,1.15818898
BUY,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,31,TAG_ONLY,[],True,2026-03-11T09:25:00+00:00,WEDNESDAY,BUY,1.16241,2026-03-11T03:25:00+00:00,1.1629,MAX_HOLD_EXIT,9,2026-03-11T03:30:00+00:00,20.720393,0.414408,WIN,1.966171,ALLOW_PAPER_OPEN,False,3,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,LONDON,BUY,1.16122759,19.0,BREAKOUT_RETEST,EURUSD,1.16473482
BUY,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,31,TAG_ONLY,[],True,2026-03-11T09:45:00+00:00,WEDNESDAY,BUY,1.16262,2026-03-11T03:45:00+00:00,1.16207,MAX_HOLD_EXIT,9,2026-03-11T03:50:00+00:00,-20.792379,-0.415848,LOSS,1.742931,ALLOW_PAPER_OPEN,False,3,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,LONDON,BUY,1.1612974,19.0,BREAKOUT_RETEST,EURUSD,1.1649252
BUY,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,41,TAG_ONLY,[],True,2026-03-11T09:40:00+00:00,WEDNESDAY,BUY,1.16299,2026-03-11T05:35:00+00:00,1.16168702,SL_HIT,9,2026-03-11T05:40:00+00:00,-50.0,-1.0,LOSS,1.777433,ALLOW_PAPER_OPEN,False,5,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,LONDON,BUY,1.16168702,19.0,BREAKOUT_RETEST,EURUSD,1.16530596
BUY,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,41,TAG_ONLY,[],True,2026-03-11T09:35:00+00:00,WEDNESDAY,BUY,1.16311,2026-03-11T06:15:00+00:00,1.16191688,SL_HIT,9,2026-03-11T06:20:00+00:00,-50.0,-1.0,LOSS,1.958093,ALLOW_PAPER_OPEN,False,6,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,LONDON,BUY,1.16191688,19.0,BREAKOUT_RETEST,EURUSD,1.16544624
BUY,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,41,TAG_ONLY,[],True,2026-03-11T09:35:00+00:00,WEDNESDAY,BUY,1.16321,2026-03-11T06:40:00+00:00,1.16203679,SL_HIT,9,2026-03-11T06:45:00+00:00,-50.0,-1.0,LOSS,1.982953,ALLOW_PAPER_OPEN,False,6,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,LONDON,BUY,1.16203679,19.0,BREAKOUT_RETEST,EURUSD,1.16553642
BUY,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,41,TAG_ONLY,[],True,2026-03-11T09:35:00+00:00,WEDNESDAY,BUY,1.16339,2026-03-11T06:45:00+00:00,1.16207661,SL_HIT,9,2026-03-11T06:50:00+00:00,-50.0,-1.0,LOSS,1.771583,ALLOW_PAPER_OPEN,False,6,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,LONDON,BUY,1.16207661,19.0,BREAKOUT_RETEST,EURUSD,1.16571678
BUY,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,31,TAG_ONLY,[],True,2026-03-11T09:20:00+00:00,WEDNESDAY,BUY,1.16385,2026-03-11T08:10:00+00:00,1.16239616,SL_HIT,9,2026-03-11T08:15:00+00:00,-50.0,-1.0,LOSS,1.594178,ALLOW_PAPER_OPEN,False,8,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,LONDON,BUY,1.16239616,19.0,BREAKOUT_RETEST,EURUSD,1.16616768
SELL,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,31,TAG_ONLY,[],True,2026-03-11T10:55:00+00:00,WEDNESDAY,SELL,1.16261,2026-03-11T09:20:00+00:00,1.16028478,TP_HIT,10,2026-03-11T09:25:00+00:00,95.876663,1.917533,WIN,1.917533,ALLOW_PAPER_OPEN,False,9,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,LONDON,SELL,1.16382261,19.0,BREAKOUT_RETEST,EURUSD,1.16028478
SELL,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,31,TAG_ONLY,[],True,2026-03-11T11:00:00+00:00,WEDNESDAY,SELL,1.16228,2026-03-11T09:30:00+00:00,1.15993548,TP_HIT,11,2026-03-11T09:35:00+00:00,101.735719,2.034714,WIN,2.034714,ALLOW_PAPER_OPEN,False,9,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,OFF_SESSION,SELL,1.16343226,19.0,BREAKOUT_RETEST,EURUSD,1.15993548
SELL,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,31,TAG_ONLY,[],True,2026-03-11T11:00:00+00:00,WEDNESDAY,SELL,1.16196,2026-03-11T09:35:00+00:00,1.15964606,TP_HIT,11,2026-03-11T09:40:00+00:00,80.795687,1.615914,WIN,1.615914,ALLOW_PAPER_OPEN,False,9,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,OFF_SESSION,SELL,1.16339197,19.0,BREAKOUT_RETEST,EURUSD,1.15964606
SELL,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,31,TAG_ONLY,[],True,2026-03-11T11:00:00+00:00,WEDNESDAY,SELL,1.16159,2026-03-11T09:40:00+00:00,1.15926682,TP_HIT,11,2026-03-11T09:45:00+00:00,80.577002,1.61154,WIN,1.61154,ALLOW_PAPER_OPEN,False,9,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,OFF_SESSION,SELL,1.16303159,19.0,BREAKOUT_RETEST,EURUSD,1.15926682
SELL,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,31,TAG_ONLY,[],True,2026-03-11T14:35:00+00:00,WEDNESDAY,SELL,1.1609,2026-03-11T10:35:00+00:00,1.15858818,TP_HIT,14,2026-03-11T10:40:00+00:00,94.676102,1.893522,WIN,1.893522,ALLOW_PAPER_OPEN,False,10,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,OVERLAP,SELL,1.16212091,19.0,BREAKOUT_RETEST,EURUSD,1.15858818
SELL,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,31,TAG_ONLY,[],True,2026-03-11T14:50:00+00:00,WEDNESDAY,SELL,1.16056,2026-03-11T10:40:00+00:00,1.15823888,TP_HIT,14,2026-03-11T10:45:00+00:00,78.919595,1.578392,WIN,1.578392,ALLOW_PAPER_OPEN,False,10,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,OVERLAP,SELL,1.16203056,19.0,BREAKOUT_RETEST,EURUSD,1.15823888
SELL,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,31,TAG_ONLY,[],True,2026-03-11T14:50:00+00:00,WEDNESDAY,SELL,1.16045,2026-03-11T10:45:00+00:00,1.15813908,TP_HIT,14,2026-03-11T10:50:00+00:00,91.669708,1.833394,WIN,1.833394,ALLOW_PAPER_OPEN,False,10,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,OVERLAP,SELL,1.16171046,19.0,BREAKOUT_RETEST,EURUSD,1.15813908
SELL,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,31,TAG_ONLY,[],True,2026-03-11T16:00:00+00:00,WEDNESDAY,SELL,1.15934,2026-03-11T13:55:00+00:00,1.16052936,SL_HIT,16,2026-03-11T14:00:00+00:00,-50.0,-1.0,LOSS,1.932737,ALLOW_PAPER_OPEN,False,13,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,NEW_YORK,SELL,1.16052936,19.0,BREAKOUT_RETEST,EURUSD,1.15704128
SELL,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,31,TAG_ONLY,[],True,2026-03-11T16:00:00+00:00,WEDNESDAY,SELL,1.1585,2026-03-11T14:45:00+00:00,1.1597385,SL_HIT,16,2026-03-11T14:50:00+00:00,-50.0,-1.0,LOSS,1.870811,ALLOW_PAPER_OPEN,False,14,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,NEW_YORK,SELL,1.1597385,19.0,BREAKOUT_RETEST,EURUSD,1.156183
SELL,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,31,TAG_ONLY,[],True,2026-03-11T16:00:00+00:00,WEDNESDAY,SELL,1.158,2026-03-11T14:50:00+00:00,1.15941799,SL_HIT,16,2026-03-11T14:55:00+00:00,-50.0,-1.0,LOSS,1.640336,ALLOW_PAPER_OPEN,False,14,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,NEW_YORK,SELL,1.15941799,19.0,BREAKOUT_RETEST,EURUSD,1.15567402
SELL,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,31,TAG_ONLY,[],True,2026-03-11T23:10:00+00:00,WEDNESDAY,SELL,1.15754,2026-03-11T17:10:00+00:00,1.15656,MAX_HOLD_EXIT,23,2026-03-11T17:15:00+00:00,41.612175,0.832243,WIN,1.966031,ALLOW_PAPER_OPEN,False,17,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,OFF_SESSION,SELL,1.15871754,19.0,BREAKOUT_RETEST,EURUSD,1.15522492
SELL,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,31,TAG_ONLY,[],True,2026-03-11T23:25:00+00:00,WEDNESDAY,SELL,1.15738,2026-03-11T17:25:00+00:00,1.15642,MAX_HOLD_EXIT,23,2026-03-11T17:30:00+00:00,40.087524,0.80175,WIN,1.933187,ALLOW_PAPER_OPEN,False,17,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,OFF_SESSION,SELL,1.15857738,19.0,BREAKOUT_RETEST,EURUSD,1.15506524
SELL,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,31,TAG_ONLY,[],True,2026-03-11T23:45:00+00:00,WEDNESDAY,SELL,1.15672,2026-03-11T17:45:00+00:00,1.15649,MAX_HOLD_EXIT,23,2026-03-11T17:50:00+00:00,8.73389,0.174678,WIN,1.764565,ALLOW_PAPER_OPEN,False,17,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,OFF_SESSION,SELL,1.15803671,19.0,BREAKOUT_RETEST,EURUSD,1.15439658
SELL,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,31,TAG_ONLY,[],True,2026-03-11T23:55:00+00:00,WEDNESDAY,SELL,1.15651,2026-03-11T17:55:00+00:00,1.15719,MAX_HOLD_EXIT,23,2026-03-11T18:00:00+00:00,-25.630974,-0.512619,LOSS,1.736152,ALLOW_PAPER_OPEN,False,17,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,OFF_SESSION,SELL,1.15783652,19.0,BREAKOUT_RETEST,EURUSD,1.15420696
SELL,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,31,TAG_ONLY,[],True,2026-03-12T00:05:00+00:00,THURSDAY,SELL,1.15627,2026-03-11T18:05:00+00:00,1.15654,MAX_HOLD_EXIT,0,2026-03-11T18:10:00+00:00,-10.33477,-0.206695,LOSS,1.770338,ALLOW_PAPER_OPEN,False,18,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,ASIA,SELL,1.15757627,19.0,BREAKOUT_RETEST,EURUSD,1.15395746
BUY,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,31,TAG_ONLY,[],True,2026-03-12T00:25:00+00:00,THURSDAY,BUY,1.15747,2026-03-11T21:50:00+00:00,1.15617253,SL_HIT,0,2026-03-11T21:55:00+00:00,-50.0,-1.0,LOSS,1.784195,ALLOW_PAPER_OPEN,False,21,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,ASIA,BUY,1.15617253,19.0,BREAKOUT_RETEST,EURUSD,1.15978494
SELL,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,31,TAG_ONLY,[],True,2026-03-12T01:30:00+00:00,THURSDAY,SELL,1.15664,2026-03-11T22:35:00+00:00,1.1543367,TP_HIT,1,2026-03-11T22:40:00+00:00,93.885786,1.877716,WIN,1.877716,ALLOW_PAPER_OPEN,False,22,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,ASIA,SELL,1.15786665,19.0,BREAKOUT_RETEST,EURUSD,1.1543367
SELL,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,31,TAG_ONLY,[],True,2026-03-12T01:30:00+00:00,THURSDAY,SELL,1.15651,2026-03-11T22:40:00+00:00,1.15420696,TP_HIT,1,2026-03-11T22:45:00+00:00,93.125869,1.862517,WIN,1.862517,ALLOW_PAPER_OPEN,False,22,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,ASIA,SELL,1.15774652,19.0,BREAKOUT_RETEST,EURUSD,1.15420696
SELL,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,31,TAG_ONLY,[],True,2026-03-12T01:30:00+00:00,THURSDAY,SELL,1.15639,2026-03-11T22:45:00+00:00,1.1540872,TP_HIT,1,2026-03-11T22:50:00+00:00,90.919141,1.818383,WIN,1.818383,ALLOW_PAPER_OPEN,False,22,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,ASIA,SELL,1.1576564,19.0,BREAKOUT_RETEST,EURUSD,1.1540872
BUY,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,31,TAG_ONLY,[],True,2026-03-12T00:25:00+00:00,THURSDAY,BUY,1.15719,2026-03-11T23:55:00+00:00,1.15594281,SL_HIT,0,2026-03-12T00:00:00+00:00,-50.0,-1.0,LOSS,1.855676,ALLOW_PAPER_OPEN,False,23,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,ASIA,BUY,1.15594281,26.0,BREAKOUT_RETEST,EURUSD,1.15950438
SELL,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,31,TAG_ONLY,[],True,2026-03-12T04:35:00+00:00,THURSDAY,SELL,1.15552,2026-03-12T00:30:00+00:00,1.15319898,TP_HIT,4,2026-03-12T00:35:00+00:00,77.084177,1.541684,WIN,1.541684,ALLOW_PAPER_OPEN,False,0,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,ASIA,SELL,1.15702551,19.0,BREAKOUT_RETEST,EURUSD,1.15319898
SELL,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,31,TAG_ONLY,[],True,2026-03-12T04:35:00+00:00,THURSDAY,SELL,1.15548,2026-03-12T00:35:00+00:00,1.15316904,TP_HIT,4,2026-03-12T00:40:00+00:00,97.469379,1.949388,WIN,1.949388,ALLOW_PAPER_OPEN,False,0,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,ASIA,SELL,1.15666548,19.0,BREAKOUT_RETEST,EURUSD,1.15316904
SELL,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,31,TAG_ONLY,[],True,2026-03-12T06:50:00+00:00,THURSDAY,SELL,1.15497,2026-03-12T00:50:00+00:00,1.15335,MAX_HOLD_EXIT,6,2026-03-12T00:55:00+00:00,68.356738,1.367135,WIN,1.957804,ALLOW_PAPER_OPEN,False,0,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,OFF_SESSION,SELL,1.15615496,19.0,BREAKOUT_RETEST,EURUSD,1.15265008
SELL,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,31,TAG_ONLY,[],True,2026-03-12T06:55:00+00:00,THURSDAY,SELL,1.15491,2026-03-12T00:55:00+00:00,1.15321,MAX_HOLD_EXIT,6,2026-03-12T01:00:00+00:00,71.13566,1.422713,WIN,1.941418,ALLOW_PAPER_OPEN,False,0,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,OFF_SESSION,SELL,1.1561049,19.0,BREAKOUT_RETEST,EURUSD,1.1525902
SELL,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,31,TAG_ONLY,[],True,2026-03-12T07:15:00+00:00,THURSDAY,SELL,1.15447,2026-03-12T01:15:00+00:00,1.15386,MAX_HOLD_EXIT,7,2026-03-12T01:20:00+00:00,22.352838,0.447057,WIN,1.684862,ALLOW_PAPER_OPEN,False,1,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,LONDON,SELL,1.15583448,19.0,BREAKOUT_RETEST,EURUSD,1.15217104
SELL,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,31,TAG_ONLY,[],True,2026-03-12T07:25:00+00:00,THURSDAY,SELL,1.15438,2026-03-12T01:25:00+00:00,1.15399,MAX_HOLD_EXIT,7,2026-03-12T01:30:00+00:00,16.190903,0.323818,WIN,1.91697,ALLOW_PAPER_OPEN,False,1,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,LONDON,SELL,1.15558438,19.0,BREAKOUT_RETEST,EURUSD,1.15207124
SELL,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,31,TAG_ONLY,[],True,2026-03-12T07:30:00+00:00,THURSDAY,SELL,1.15409,2026-03-12T01:30:00+00:00,1.154,MAX_HOLD_EXIT,7,2026-03-12T01:35:00+00:00,3.116149,0.062323,WIN,1.598363,ALLOW_PAPER_OPEN,False,1,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,LONDON,SELL,1.15553409,19.0,BREAKOUT_RETEST,EURUSD,1.15178182
SELL,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,31,TAG_ONLY,[],True,2026-03-12T03:20:00+00:00,THURSDAY,SELL,1.15401,2026-03-12T01:35:00+00:00,1.155214,SL_HIT,3,2026-03-12T01:40:00+00:00,-50.0,-1.0,LOSS,1.925249,ALLOW_PAPER_OPEN,False,1,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,ASIA,SELL,1.155214,19.0,BREAKOUT_RETEST,EURUSD,1.151692
SELL,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,31,TAG_ONLY,[],True,2026-03-12T03:20:00+00:00,THURSDAY,SELL,1.1536,2026-03-12T02:05:00+00:00,1.1550236,SL_HIT,3,2026-03-12T02:10:00+00:00,-50.0,-1.0,LOSS,1.62068,ALLOW_PAPER_OPEN,False,2,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,ASIA,SELL,1.1550236,19.0,BREAKOUT_RETEST,EURUSD,1.1512928
SELL,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,31,TAG_ONLY,[],True,2026-03-12T02:40:00+00:00,THURSDAY,SELL,1.15332,2026-03-12T02:10:00+00:00,1.15457331,SL_HIT,2,2026-03-12T02:15:00+00:00,-50.0,-1.0,LOSS,1.848401,ALLOW_PAPER_OPEN,False,2,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,ASIA,SELL,1.15457331,19.0,BREAKOUT_RETEST,EURUSD,1.15100338
BUY,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,31,TAG_ONLY,[],True,2026-03-12T04:30:00+00:00,THURSDAY,BUY,1.1552,2026-03-12T03:20:00+00:00,1.15386479,SL_HIT,4,2026-03-12T03:25:00+00:00,-50.0,-1.0,LOSS,1.737869,ALLOW_PAPER_OPEN,False,3,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,ASIA,BUY,1.15386479,19.0,BREAKOUT_RETEST,EURUSD,1.15752042
BUY,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,31,TAG_ONLY,[],True,2026-03-12T04:25:00+00:00,THURSDAY,BUY,1.15542,2026-03-12T03:35:00+00:00,1.15411459,SL_HIT,4,2026-03-12T03:40:00+00:00,-50.0,-1.0,LOSS,1.762527,ALLOW_PAPER_OPEN,False,3,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,ASIA,BUY,1.15411459,19.0,BREAKOUT_RETEST,EURUSD,1.15772082
SELL,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,31,TAG_ONLY,[],True,2026-03-12T10:20:00+00:00,THURSDAY,SELL,1.15439,2026-03-12T04:20:00+00:00,1.15495,MAX_HOLD_EXIT,10,2026-03-12T04:25:00+00:00,-23.640462,-0.472809,LOSS,1.932456,ALLOW_PAPER_OPEN,False,4,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,LONDON,SELL,1.15557441,19.0,BREAKOUT_RETEST,EURUSD,1.15210118
SELL,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,31,TAG_ONLY,[],True,2026-03-12T10:00:00+00:00,THURSDAY,SELL,1.154,2026-03-12T04:25:00+00:00,1.15544401,SL_HIT,10,2026-03-12T04:30:00+00:00,-50.0,-1.0,LOSS,1.591416,ALLOW_PAPER_OPEN,False,4,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,LONDON,SELL,1.15544401,19.0,BREAKOUT_RETEST,EURUSD,1.15170198
