big_setup_direction_bias,big_setup_grade,big_setup_is_discount,big_setup_is_premium,big_setup_missing_data,big_setup_reason,big_setup_risk_ok,big_setup_safety_ok,big_setup_score,big_setup_status,big_setup_tags,big_setup_time_ok,closed_at,day_of_week,direction,entry,entry_signal_time,exit_price,exit_reason,local_hour,opened_at,pnl_money,pnl_r,result,risk_reward,safety_guard_action,safety_guard_is_weekend,safety_guard_local_hour,safety_guard_reason,safety_guard_rules_triggered,safety_guard_status,safety_guard_timezone,session,signal_before_guard,sl,spread,strategy,symbol,tp
BUY,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,31,TAG_ONLY,[],True,2026-03-02T07:50:00+00:00,MONDAY,BUY,66967.4,2026-03-02T07:40:00+00:00,66828.10714286,SL_HIT,7,2026-03-02T07:45:00+00:00,-50.0,-1.0,LOSS,2.05169,ALLOW_PAPER_OPEN,False,7,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,LONDON,BUY,66828.10714286,2250.0,BREAKOUT_RETEST,BTCUSD#,67253.18571429
BUY,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,31,TAG_ONLY,[],True,2026-03-02T11:50:00+00:00,MONDAY,BUY,66528.8,2026-03-02T11:15:00+00:00,66298.62142857,SL_HIT,11,2026-03-02T11:20:00+00:00,-50.0,-1.0,LOSS,1.699798,ALLOW_PAPER_OPEN,False,11,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,OFF_SESSION,BUY,66298.62142857,2250.0,BREAKOUT_RETEST,BTCUSD#,66920.05714286
SELL,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,31,TAG_ONLY,[],True,2026-03-02T15:20:00+00:00,MONDAY,SELL,65871.9,2026-03-02T15:00:00+00:00,66006.67857143,SL_HIT,15,2026-03-02T15:05:00+00:00,-50.0,-1.0,LOSS,1.522921,ALLOW_PAPER_OPEN,False,15,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,OVERLAP,SELL,66006.67857143,2250.0,BREAKOUT_RETEST,BTCUSD#,65666.64285714
SELL,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,31,TAG_ONLY,[],True,2026-03-02T16:30:00+00:00,MONDAY,SELL,65473.5,2026-03-02T15:45:00+00:00,65687.53214286,SL_HIT,16,2026-03-02T15:50:00+00:00,-50.0,-1.0,LOSS,1.555674,ALLOW_PAPER_OPEN,False,15,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,NEW_YORK,SELL,65687.53214286,2250.0,BREAKOUT_RETEST,BTCUSD#,65140.53571429
SELL,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,31,TAG_ONLY,[],True,2026-03-02T16:25:00+00:00,MONDAY,SELL,65428.1,2026-03-02T15:50:00+00:00,65643.925,SL_HIT,16,2026-03-02T15:55:00+00:00,-50.0,-1.0,LOSS,1.589019,ALLOW_PAPER_OPEN,False,15,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,NEW_YORK,SELL,65643.925,2250.0,BREAKOUT_RETEST,BTCUSD#,65085.15
BUY,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,41,TAG_ONLY,[],True,2026-03-02T17:10:00+00:00,MONDAY,BUY,67258.7,2026-03-02T17:00:00+00:00,67886.27857143,TP_HIT,17,2026-03-02T17:05:00+00:00,85.503664,1.710073,WIN,1.710073,ALLOW_PAPER_OPEN,False,17,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,OFF_SESSION,BUY,66891.71071429,2250.0,BREAKOUT_RETEST,BTCUSD#,67886.27857143
BUY,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,41,TAG_ONLY,[],True,2026-03-02T17:40:00+00:00,MONDAY,BUY,68630.9,2026-03-02T17:20:00+00:00,69482.57142857,TP_HIT,17,2026-03-02T17:25:00+00:00,96.117694,1.922354,WIN,1.922354,ALLOW_PAPER_OPEN,False,17,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,OFF_SESSION,BUY,68187.86428571,2250.0,BREAKOUT_RETEST,BTCUSD#,69482.57142857
BUY,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,41,TAG_ONLY,[],True,2026-03-02T18:40:00+00:00,MONDAY,BUY,68859.7,2026-03-02T17:30:00+00:00,69785.0,TP_HIT,18,2026-03-02T17:35:00+00:00,88.191003,1.76382,WIN,1.76382,ALLOW_PAPER_OPEN,False,17,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,OFF_SESSION,BUY,68335.1,2250.0,BREAKOUT_RETEST,BTCUSD#,69785.0
BUY,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,41,TAG_ONLY,[],True,2026-03-02T17:50:00+00:00,MONDAY,BUY,69494.4,2026-03-02T17:40:00+00:00,69001.69285714,SL_HIT,17,2026-03-02T17:45:00+00:00,-50.0,-1.0,LOSS,1.846359,ALLOW_PAPER_OPEN,False,17,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,OFF_SESSION,BUY,69001.69285714,2250.0,BREAKOUT_RETEST,BTCUSD#,70404.11428571
BUY,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,False,36,TAG_ONLY,[],True,2026-03-02T18:35:00+00:00,MONDAY,BUY,69725.0,2026-03-02T18:05:00+00:00,69124.06785714,SL_HIT,18,2026-03-02T18:10:00+00:00,-50.0,-1.0,LOSS,1.549367,ALLOW_PAPER_OPEN,False,18,CAUTION_CONTEXT,['BTC_CAUTION_HOUR'],CAUTION,Africa/Casablanca,OFF_SESSION,BUY,69124.06785714,2250.0,BREAKOUT_RETEST,BTCUSD#,70656.06428571
BUY,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,False,36,TAG_ONLY,[],True,2026-03-02T19:00:00+00:00,MONDAY,BUY,69843.2,2026-03-02T18:40:00+00:00,69359.08928571,SL_HIT,19,2026-03-02T18:45:00+00:00,-50.0,-1.0,LOSS,1.679412,ALLOW_PAPER_OPEN,False,18,CAUTION_CONTEXT,['BTC_CAUTION_HOUR'],CAUTION,Africa/Casablanca,OFF_SESSION,BUY,69359.08928571,2250.0,BREAKOUT_RETEST,BTCUSD#,70656.22142857
SELL,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,False,36,TAG_ONLY,[],True,2026-03-02T20:30:00+00:00,MONDAY,SELL,68832.95,2026-03-02T19:40:00+00:00,69214.34285714,SL_HIT,20,2026-03-02T19:45:00+00:00,-50.0,-1.0,LOSS,1.574061,ALLOW_PAPER_OPEN,False,19,CAUTION_CONTEXT,['BTC_CAUTION_HOUR'],CAUTION,Africa/Casablanca,OFF_SESSION,SELL,69214.34285714,2250.0,BREAKOUT_RETEST,BTCUSD#,68232.61428571
BUY,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,41,TAG_ONLY,[],True,2026-03-02T23:00:00+00:00,MONDAY,BUY,69197.0,2026-03-02T22:40:00+00:00,68989.53571429,SL_HIT,23,2026-03-02T22:45:00+00:00,-50.0,-1.0,LOSS,2.004338,ALLOW_PAPER_OPEN,False,22,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,OFF_SESSION,BUY,68989.53571429,2250.0,BREAKOUT_RETEST,BTCUSD#,69612.82857143
SELL,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,31,TAG_ONLY,[],True,2026-03-03T10:40:00+00:00,TUESDAY,SELL,67744.3,2026-03-03T10:25:00+00:00,67468.72857143,TP_HIT,10,2026-03-03T10:30:00+00:00,75.278049,1.505561,WIN,1.505561,ALLOW_PAPER_OPEN,False,10,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,LONDON,SELL,67927.33571429,2250.0,BREAKOUT_RETEST,BTCUSD#,67468.72857143
SELL,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,31,TAG_ONLY,[],True,2026-03-03T11:25:00+00:00,TUESDAY,SELL,67085.45,2026-03-03T10:50:00+00:00,66753.01428571,TP_HIT,11,2026-03-03T10:55:00+00:00,86.282907,1.725658,WIN,1.725658,ALLOW_PAPER_OPEN,False,10,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,OFF_SESSION,SELL,67278.09285714,2250.0,BREAKOUT_RETEST,BTCUSD#,66753.01428571
SELL,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,41,TAG_ONLY,[],True,2026-03-03T16:50:00+00:00,TUESDAY,SELL,66272.4,2026-03-03T16:45:00+00:00,66683.36071429,SL_HIT,16,2026-03-03T16:50:00+00:00,-50.0,-1.0,LOSS,1.579279,ALLOW_PAPER_OPEN,False,16,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,NEW_YORK,SELL,66683.36071429,2250.0,BREAKOUT_RETEST,BTCUSD#,65623.37857143
BUY,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,False,36,TAG_ONLY,[],True,2026-03-03T18:10:00+00:00,TUESDAY,BUY,67928.95,2026-03-03T18:00:00+00:00,68566.84285714,TP_HIT,18,2026-03-03T18:05:00+00:00,76.280814,1.525616,WIN,1.525616,ALLOW_PAPER_OPEN,False,18,CAUTION_CONTEXT,['BTC_CAUTION_HOUR'],CAUTION,Africa/Casablanca,OFF_SESSION,BUY,67510.82857143,2250.0,BREAKOUT_RETEST,BTCUSD#,68566.84285714
BUY,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,False,36,TAG_ONLY,[],True,2026-03-03T22:15:00+00:00,TUESDAY,BUY,68468.3,2026-03-03T20:20:00+00:00,68175.76785714,SL_HIT,22,2026-03-03T20:25:00+00:00,-50.0,-1.0,LOSS,1.889927,ALLOW_PAPER_OPEN,False,20,CAUTION_CONTEXT,['BTC_CAUTION_HOUR'],CAUTION,Africa/Casablanca,OFF_SESSION,BUY,68175.76785714,2250.0,BREAKOUT_RETEST,BTCUSD#,69021.16428571
BUY,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,False,36,TAG_ONLY,[],True,2026-03-03T21:10:00+00:00,TUESDAY,BUY,68661.3,2026-03-03T20:30:00+00:00,68316.29642857,SL_HIT,21,2026-03-03T20:35:00+00:00,-50.0,-1.0,LOSS,1.583193,ALLOW_PAPER_OPEN,False,20,CAUTION_CONTEXT,['BTC_CAUTION_HOUR'],CAUTION,Africa/Casablanca,OFF_SESSION,BUY,68316.29642857,2250.0,BREAKOUT_RETEST,BTCUSD#,69207.50714286
BUY,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,41,TAG_ONLY,[],True,2026-03-04T03:45:00+00:00,WEDNESDAY,BUY,68684.05,2026-03-04T03:40:00+00:00,68455.03214286,SL_HIT,3,2026-03-04T03:45:00+00:00,-50.0,-1.0,LOSS,1.942581,ALLOW_PAPER_OPEN,False,3,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,ASIA,BUY,68455.03214286,2250.0,BREAKOUT_RETEST,BTCUSD#,69128.93571429
SELL,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,41,TAG_ONLY,[],True,2026-03-04T05:30:00+00:00,WEDNESDAY,SELL,67962.7,2026-03-04T05:25:00+00:00,67635.18571429,TP_HIT,5,2026-03-04T05:30:00+00:00,94.136487,1.88273,WIN,1.88273,ALLOW_PAPER_OPEN,False,5,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,ASIA,SELL,68136.65714286,2250.0,BREAKOUT_RETEST,BTCUSD#,67635.18571429
BUY,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,41,TAG_ONLY,[],True,2026-03-04T08:00:00+00:00,WEDNESDAY,BUY,68346.5,2026-03-04T07:50:00+00:00,68130.26071429,SL_HIT,8,2026-03-04T07:55:00+00:00,-50.0,-1.0,LOSS,1.588419,ALLOW_PAPER_OPEN,False,7,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,LONDON,BUY,68130.26071429,2250.0,BREAKOUT_RETEST,BTCUSD#,68689.97857143
BUY,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,41,TAG_ONLY,[],True,2026-03-04T09:40:00+00:00,WEDNESDAY,BUY,68539.9,2026-03-04T08:35:00+00:00,68915.20714286,TP_HIT,9,2026-03-04T08:40:00+00:00,78.597179,1.571944,WIN,1.571944,ALLOW_PAPER_OPEN,False,8,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,LONDON,BUY,68301.14642857,2250.0,BREAKOUT_RETEST,BTCUSD#,68915.20714286
BUY,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,41,TAG_ONLY,[],True,2026-03-04T10:10:00+00:00,WEDNESDAY,BUY,69689.1,2026-03-04T10:05:00+00:00,69447.83214286,SL_HIT,10,2026-03-04T10:10:00+00:00,-50.0,-1.0,LOSS,1.888091,ALLOW_PAPER_OPEN,False,10,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,LONDON,BUY,69447.83214286,2250.0,BREAKOUT_RETEST,BTCUSD#,70144.63571429
BUY,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,41,TAG_ONLY,[],True,2026-03-04T11:05:00+00:00,WEDNESDAY,BUY,70656.1,2026-03-04T10:50:00+00:00,71272.50714286,TP_HIT,11,2026-03-04T10:55:00+00:00,93.63519,1.872704,WIN,1.872704,ALLOW_PAPER_OPEN,False,10,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,OFF_SESSION,BUY,70326.94642857,2250.0,BREAKOUT_RETEST,BTCUSD#,71272.50714286
SELL,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,41,TAG_ONLY,[],True,2026-03-04T14:05:00+00:00,WEDNESDAY,SELL,71149.6,2026-03-04T13:30:00+00:00,70839.84285714,TP_HIT,14,2026-03-04T13:35:00+00:00,77.915125,1.558302,WIN,1.558302,ALLOW_PAPER_OPEN,False,13,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,OVERLAP,SELL,71348.37857143,2250.0,BREAKOUT_RETEST,BTCUSD#,70839.84285714
SELL,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,41,TAG_ONLY,[],True,2026-03-04T14:40:00+00:00,WEDNESDAY,SELL,70775.1,2026-03-04T14:15:00+00:00,70986.44285714,SL_HIT,14,2026-03-04T14:20:00+00:00,-50.0,-1.0,LOSS,1.599703,ALLOW_PAPER_OPEN,False,14,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,OVERLAP,SELL,70986.44285714,2250.0,BREAKOUT_RETEST,BTCUSD#,70437.01428571
SELL,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,41,TAG_ONLY,[],True,2026-03-04T14:35:00+00:00,WEDNESDAY,SELL,70663.4,2026-03-04T14:20:00+00:00,70854.66428571,SL_HIT,14,2026-03-04T14:25:00+00:00,-50.0,-1.0,LOSS,1.738059,ALLOW_PAPER_OPEN,False,14,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,OVERLAP,SELL,70854.66428571,2250.0,BREAKOUT_RETEST,BTCUSD#,70330.97142857
SELL,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,41,TAG_ONLY,[],True,2026-03-04T14:35:00+00:00,WEDNESDAY,SELL,70617.0,2026-03-04T14:25:00+00:00,70825.17857143,SL_HIT,14,2026-03-04T14:30:00+00:00,-50.0,-1.0,LOSS,1.654623,ALLOW_PAPER_OPEN,False,14,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,OVERLAP,SELL,70825.17857143,2250.0,BREAKOUT_RETEST,BTCUSD#,70272.54285714
BUY,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,False,36,TAG_ONLY,[],True,2026-03-04T19:20:00+00:00,WEDNESDAY,BUY,73526.5,2026-03-04T19:10:00+00:00,73229.66428571,SL_HIT,19,2026-03-04T19:15:00+00:00,-50.0,-1.0,LOSS,1.750367,ALLOW_PAPER_OPEN,False,19,CAUTION_CONTEXT,['BTC_CAUTION_HOUR'],CAUTION,Africa/Casablanca,OFF_SESSION,BUY,73229.66428571,2250.0,BREAKOUT_RETEST,BTCUSD#,74046.07142857
SELL,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,41,TAG_ONLY,[],True,2026-03-04T23:00:00+00:00,WEDNESDAY,SELL,73219.4,2026-03-04T22:50:00+00:00,72857.92857143,TP_HIT,23,2026-03-04T22:55:00+00:00,87.614266,1.752285,WIN,1.752285,ALLOW_PAPER_OPEN,False,22,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,OFF_SESSION,SELL,73425.68571429,2250.0,BREAKOUT_RETEST,BTCUSD#,72857.92857143
SELL,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,41,TAG_ONLY,[],True,2026-03-05T01:20:00+00:00,THURSDAY,SELL,72804.0,2026-03-05T00:45:00+00:00,72502.38571429,TP_HIT,1,2026-03-05T00:50:00+00:00,97.668502,1.95337,WIN,1.95337,ALLOW_PAPER_OPEN,False,0,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,ASIA,SELL,72958.40714286,2250.0,BREAKOUT_RETEST,BTCUSD#,72502.38571429
SELL,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,41,TAG_ONLY,[],True,2026-03-05T01:45:00+00:00,THURSDAY,SELL,72589.1,2026-03-05T01:20:00+00:00,72770.64285714,SL_HIT,1,2026-03-05T01:25:00+00:00,-50.0,-1.0,LOSS,1.724032,ALLOW_PAPER_OPEN,False,1,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,ASIA,SELL,72770.64285714,2250.0,BREAKOUT_RETEST,BTCUSD#,72276.11428571
BUY,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,41,TAG_ONLY,[],True,2026-03-05T03:20:00+00:00,THURSDAY,BUY,73103.65,2026-03-05T03:10:00+00:00,72869.75,SL_HIT,3,2026-03-05T03:15:00+00:00,-50.0,-1.0,LOSS,1.659042,ALLOW_PAPER_OPEN,False,3,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,ASIA,BUY,72869.75,2250.0,BREAKOUT_RETEST,BTCUSD#,73491.7
SELL,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,41,TAG_ONLY,[],True,2026-03-05T04:05:00+00:00,THURSDAY,SELL,72530.1,2026-03-05T03:50:00+00:00,72741.35,SL_HIT,4,2026-03-05T03:55:00+00:00,-50.0,-1.0,LOSS,1.87787,ALLOW_PAPER_OPEN,False,3,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,ASIA,SELL,72741.35,2250.0,BREAKOUT_RETEST,BTCUSD#,72133.4
BUY,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,31,TAG_ONLY,[],True,2026-03-05T06:30:00+00:00,THURSDAY,BUY,72787.2,2026-03-05T06:25:00+00:00,72656.31428571,SL_HIT,6,2026-03-05T06:30:00+00:00,-50.0,-1.0,LOSS,1.876228,ALLOW_PAPER_OPEN,False,6,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,OFF_SESSION,BUY,72656.31428571,2250.0,BREAKOUT_RETEST,BTCUSD#,73032.77142857
SELL,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,31,TAG_ONLY,[],True,2026-03-05T08:10:00+00:00,THURSDAY,SELL,72374.1,2026-03-05T07:35:00+00:00,72032.27142857,TP_HIT,8,2026-03-05T07:40:00+00:00,77.366787,1.547336,WIN,1.547336,ALLOW_PAPER_OPEN,False,7,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,LONDON,SELL,72595.01428571,2250.0,BREAKOUT_RETEST,BTCUSD#,72032.27142857
SELL,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,31,TAG_ONLY,[],True,2026-03-05T08:15:00+00:00,THURSDAY,SELL,72098.9,2026-03-05T08:05:00+00:00,72271.22857143,SL_HIT,8,2026-03-05T08:10:00+00:00,-50.0,-1.0,LOSS,1.834618,ALLOW_PAPER_OPEN,False,8,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,LONDON,SELL,72271.22857143,2250.0,BREAKOUT_RETEST,BTCUSD#,71782.74285714
BUY,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,31,TAG_ONLY,[],True,2026-03-05T12:20:00+00:00,THURSDAY,BUY,72602.2,2026-03-05T11:10:00+00:00,72976.90714286,TP_HIT,12,2026-03-05T11:15:00+00:00,93.418217,1.868364,WIN,1.868364,ALLOW_PAPER_OPEN,False,11,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,OFF_SESSION,BUY,72401.64642857,2250.0,BREAKOUT_RETEST,BTCUSD#,72976.90714286
BUY,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,31,TAG_ONLY,[],True,2026-03-05T12:25:00+00:00,THURSDAY,BUY,72928.25,2026-03-05T12:20:00+00:00,73284.34285714,TP_HIT,12,2026-03-05T12:25:00+00:00,76.391358,1.527827,WIN,1.527827,ALLOW_PAPER_OPEN,False,12,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,OFF_SESSION,BUY,72695.17857143,2250.0,BREAKOUT_RETEST,BTCUSD#,73284.34285714
SELL,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,31,TAG_ONLY,[],True,2026-03-05T18:05:00+00:00,THURSDAY,SELL,71831.1,2026-03-05T17:05:00+00:00,71145.47142857,TP_HIT,18,2026-03-05T17:10:00+00:00,75.649008,1.51298,WIN,1.51298,ALLOW_PAPER_OPEN,False,17,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,OFF_SESSION,SELL,72284.26428571,2250.0,BREAKOUT_RETEST,BTCUSD#,71145.47142857
SELL,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,31,TAG_ONLY,[],True,2026-03-05T18:05:00+00:00,THURSDAY,SELL,71783.2,2026-03-05T17:10:00+00:00,71065.75714286,TP_HIT,18,2026-03-05T17:15:00+00:00,93.999289,1.879986,WIN,1.879986,ALLOW_PAPER_OPEN,False,17,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,OFF_SESSION,SELL,72164.82142857,2250.0,BREAKOUT_RETEST,BTCUSD#,71065.75714286
SELL,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,False,26,TAG_ONLY,[],True,2026-03-05T20:10:00+00:00,THURSDAY,SELL,70763.7,2026-03-05T19:30:00+00:00,71023.52142857,SL_HIT,20,2026-03-05T19:35:00+00:00,-50.0,-1.0,LOSS,1.829883,ALLOW_PAPER_OPEN,False,19,CAUTION_CONTEXT,['BTC_CAUTION_HOUR'],CAUTION,Africa/Casablanca,OFF_SESSION,SELL,71023.52142857,2250.0,BREAKOUT_RETEST,BTCUSD#,70288.25714286
SELL,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,False,26,TAG_ONLY,[],True,2026-03-05T20:05:00+00:00,THURSDAY,SELL,70676.3,2026-03-05T19:45:00+00:00,70946.93571429,SL_HIT,20,2026-03-05T19:50:00+00:00,-50.0,-1.0,LOSS,1.739133,ALLOW_PAPER_OPEN,False,19,CAUTION_CONTEXT,['BTC_CAUTION_HOUR'],CAUTION,Africa/Casablanca,OFF_SESSION,SELL,70946.93571429,2250.0,BREAKOUT_RETEST,BTCUSD#,70205.62857143
SELL,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,31,TAG_ONLY,[],True,2026-03-06T06:40:00+00:00,FRIDAY,SELL,70864.3,2026-03-06T06:25:00+00:00,70655.72857143,TP_HIT,6,2026-03-06T06:30:00+00:00,90.10677,1.802135,WIN,1.802135,ALLOW_PAPER_OPEN,False,6,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,OFF_SESSION,SELL,70980.03571429,2250.0,BREAKOUT_RETEST,BTCUSD#,70655.72857143
SELL,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,31,TAG_ONLY,[],True,2026-03-06T07:55:00+00:00,FRIDAY,SELL,70189.2,2026-03-06T07:40:00+00:00,70402.10357143,SL_HIT,7,2026-03-06T07:45:00+00:00,-50.0,-1.0,LOSS,1.693288,ALLOW_PAPER_OPEN,False,7,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,LONDON,SELL,70402.10357143,2250.0,BREAKOUT_RETEST,BTCUSD#,69828.69285714
SELL,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,31,TAG_ONLY,[],True,2026-03-06T07:50:00+00:00,FRIDAY,SELL,70152.7,2026-03-06T07:45:00+00:00,70330.575,SL_HIT,7,2026-03-06T07:50:00+00:00,-50.0,-1.0,LOSS,1.963457,ALLOW_PAPER_OPEN,False,7,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,LONDON,SELL,70330.575,2250.0,BREAKOUT_RETEST,BTCUSD#,69803.45
BUY,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,31,TAG_ONLY,[],True,2026-03-06T09:10:00+00:00,FRIDAY,BUY,70654.3,2026-03-06T08:40:00+00:00,70502.28928571,SL_HIT,9,2026-03-06T08:45:00+00:00,-50.0,-1.0,LOSS,1.975002,ALLOW_PAPER_OPEN,False,8,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,LONDON,BUY,70502.28928571,2250.0,BREAKOUT_RETEST,BTCUSD#,70954.52142857
BUY,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,31,TAG_ONLY,[],True,2026-03-06T09:45:00+00:00,FRIDAY,BUY,70853.7,2026-03-06T09:25:00+00:00,71162.37857143,TP_HIT,9,2026-03-06T09:30:00+00:00,93.488372,1.869767,WIN,1.869767,ALLOW_PAPER_OPEN,False,9,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,LONDON,BUY,70688.61071429,2250.0,BREAKOUT_RETEST,BTCUSD#,71162.37857143
BUY,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,31,TAG_ONLY,[],True,2026-03-06T10:25:00+00:00,FRIDAY,BUY,71062.4,2026-03-06T09:40:00+00:00,70845.12857143,SL_HIT,10,2026-03-06T09:45:00+00:00,-50.0,-1.0,LOSS,1.543888,ALLOW_PAPER_OPEN,False,9,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,LONDON,BUY,70845.12857143,2250.0,BREAKOUT_RETEST,BTCUSD#,71397.84285714
BUY,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,31,TAG_ONLY,[],True,2026-03-06T10:05:00+00:00,FRIDAY,BUY,71110.0,2026-03-06T09:45:00+00:00,70918.97857143,SL_HIT,10,2026-03-06T09:50:00+00:00,-50.0,-1.0,LOSS,1.693752,ALLOW_PAPER_OPEN,False,9,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,LONDON,BUY,70918.97857143,2250.0,BREAKOUT_RETEST,BTCUSD#,71433.54285714
SELL,C,,,['smc_h1_trend'],MISSING_DATA:smc_h1_trend,True,True,31,TAG_ONLY,[],True,2026-03-06T11:15:00+00:00,FRIDAY,SELL,70660.4,2026-03-06T11:05:00+00:00,70430.12857143,TP_HIT,11,2026-03-06T11:10:00+00:00,75.97926,1.519585,WIN,1.519585,ALLOW_PAPER_OPEN,False,11,SAFETY_GUARD_PASS,[],PASS,Africa/Casablanca,OFF_SESSION,SELL,70811.93571429,2250.0,BREAKOUT_RETEST,BTCUSD#,70430.12857143
